,State,180,185,192,199,206,213
0,Washington,1453,50,55,59,65,70
1,Illinois,7494,98,88,78,70,63
2,California,7770,500,453,410,371,336
3,Arizona,2784,545,558,569,577,583
4,Massachusetts,8433,90,80,71,63,55
5,Wisconsin,846,42,54,69,88,112
6,Texas,4796,1364,1866,2547,3470,4713
7,Nebraska,313,7,6,5,5,4
8,Utah,247,40,45,50,55,61
9,Oregon,262,28,30,33,37,41
10,Florida,5072,2490,4644,8544,15327,26331
11,New York,32527,29,20,14,10,7
12,Rhode Island,995,12,9,7,5,4
13,Georgia,3177,188,204,220,237,255
14,New Hampshire,398,4,3,2,1,1
15,North Carolina,1677,138,147,157,167,178
16,New Jersey,15715,157,130,107,88,73
17,Colorado,1758,49,50,51,52,53
18,Maryland,3382,37,29,23,18,14
19,Nevada,648,53,51,48,46,44
20,Tennessee,847,120,129,139,149,159
21,Hawaii,24,3,4,5,6,8
22,Indiana,2825,102,133,176,232,305
23,Kentucky,671,40,40,40,40,40
24,Minnesota,1585,47,52,57,63,69
25,Oklahoma,452,26,25,25,25,25
26,Pennsylvania,7025,125,125,124,124,124
27,South Carolina,1164,524,889,1499,2495,4068
28,District of Columbia,579,9,8,8,7,7
29,Kansas,312,10,10,10,9,9
30,Missouri,1138,59,63,66,70,75
31,Vermont,56,0,0,0,0,0
32,Virginia,2031,153,197,255,327,420
33,Connecticut,4406,15,12,10,8,6
34,Iowa,798,50,60,71,85,102
35,Louisiana,3574,259,361,501,692,949
36,Ohio,3189,114,115,115,116,117
37,Michigan,6373,77,78,80,82,83
38,South Dakota,118,8,8,8,7,7
39,Arkansas,363,26,23,21,19,17
40,Delaware,523,3,3,2,2,1
41,Mississippi,1358,105,100,95,90,85
42,New Mexico,578,24,24,23,22,21
43,North Dakota,93,4,3,3,3,3
44,Wyoming,24,1,1,1,1,1
45,Alaska,18,1,1,1,1,1
46,Maine,117,2,2,1,1,0
47,Alabama,1291,114,105,96,89,82
48,Idaho,122,11,11,10,10,9
49,Montana,39,16,24,34,49,70
50,Puerto Rico,180,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN
53,West Virginia,100,6,7,9,10,12
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
