,State,382,388,395,402,409,416
0,Washington,4449,165,151,138,124,110
1,Illinois,21738,472,406,346,291,242
2,California,44155,2505,1852,1327,932,645
3,Arizona,14048,616,478,362,270,198
4,Massachusetts,14999,317,258,208,166,130
5,Wisconsin,6613,185,158,134,112,92
6,Texas,39322,2311,2162,1973,1765,1553
7,Nebraska,1968,38,32,27,22,18
8,Utah,1736,64,52,41,32,24
9,Oregon,2023,70,62,56,49,43
10,Florida,27696,921,805,692,586,491
11,New York,44839,1120,956,795,650,522
12,Rhode Island,2212,57,50,44,38,32
13,Georgia,15092,772,649,534,431,342
14,New Hampshire,1104,41,33,27,21,16
15,North Carolina,9983,561,508,452,397,342
16,New Jersey,21989,478,418,360,305,255
17,Colorado,5731,118,101,85,71,59
18,Maryland,7349,233,209,185,162,140
19,Nevada,4520,164,127,97,74,55
20,Tennessee,10469,325,264,212,168,132
21,Hawaii,417,8,7,6,5,4
22,Indiana,11817,211,166,129,99,74
23,Kentucky,4051,249,220,191,164,139
24,Minnesota,6367,95,76,60,47,36
25,Oklahoma,3813,219,190,162,136,113
26,Pennsylvania,22416,936,822,715,615,523
27,South Carolina,7651,414,371,327,283,240
28,District of Columbia,952,24,21,18,16,13
29,Kansas,4075,173,142,114,91,71
30,Missouri,7449,220,193,167,144,123
31,Vermont,183,8,8,8,8,8
32,Virginia,6778,317,273,229,189,153
33,Connecticut,7214,190,175,159,142,125
34,Iowa,5108,114,98,84,71,60
35,Louisiana,9119,239,201,167,136,110
36,Ohio,11659,334,279,230,187,151
37,Michigan,15854,288,244,205,170,140
38,South Dakota,1809,34,27,21,17,13
39,Arkansas,5076,202,173,147,122,100
40,Delaware,1208,26,21,17,13,10
41,Mississippi,6269,220,178,140,109,83
42,New Mexico,3399,117,101,86,72,59
43,North Dakota,1453,12,9,7,5,3
44,Wyoming,624,24,20,16,13,11
45,Alaska,279,6,5,4,3,3
46,Maine,635,44,36,28,22,17
47,Alabama,8515,443,386,332,282,236
48,Idaho,1767,36,28,22,17,13
49,Montana,1314,35,29,25,21,17
50,Puerto Rico,1883,39,30,23,17,12
51,Virgin Islands,24,NaN,NaN,NaN,NaN,NaN
52,Guam,129,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2129,108,87,69,53,40
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
