,State,298,304,311,318,325,332
0,Washington,2519,124,188,293,457,706
1,Illinois,11162,808,1096,1467,1934,2497
2,California,18262,426,512,615,737,880
3,Arizona,6302,235,304,391,500,637
4,Massachusetts,10329,277,385,534,736,1005
5,Wisconsin,2751,378,438,501,567,632
6,Texas,19995,873,1000,1143,1302,1478
7,Nebraska,779,104,136,176,223,278
8,Utah,718,70,89,113,141,174
9,Oregon,761,58,84,125,185,271
10,Florida,17518,483,566,661,769,892
11,New York,34032,207,292,420,603,861
12,Rhode Island,1254,43,56,73,93,118
13,Georgia,8957,359,413,474,543,621
14,New Hampshire,499,16,25,39,61,94
15,North Carolina,4806,233,249,265,281,298
16,New Jersey,16566,161,220,299,405,543
17,Colorado,2546,196,276,384,527,710
18,Maryland,4302,106,148,211,300,425
19,Nevada,1909,80,97,117,141,168
20,Tennessee,3893,399,502,629,781,961
21,Hawaii,222,3,3,2,2,2
22,Indiana,4910,399,499,621,768,943
23,Kentucky,1661,112,128,147,167,189
24,Minnesota,2961,325,436,579,757,973
25,Oklahoma,1528,120,154,201,262,340
26,Pennsylvania,9290,373,518,716,984,1339
27,South Carolina,4112,107,108,109,110,110
28,District of Columbia,660,8,10,12,15,19
29,Kansas,1256,129,176,238,316,413
30,Missouri,3387,299,384,490,619,772
31,Vermont,59,1,2,4,7,14
32,Virginia,3800,87,94,102,111,120
33,Connecticut,4737,96,131,177,238,317
34,Iowa,1989,235,347,502,703,942
35,Louisiana,6132,112,119,125,132,139
36,Ohio,5722,300,404,541,719,945
37,Michigan,8376,541,755,1046,1431,1927
38,South Dakota,644,105,125,147,169,190
39,Arkansas,2183,149,171,195,222,251
40,Delaware,736,25,30,37,45,55
41,Mississippi,3543,112,121,131,141,151
42,New Mexico,1215,138,181,236,304,386
43,North Dakota,736,139,169,202,234,265
44,Wyoming,144,44,57,75,95,119
45,Alaska,98,15,19,24,30,37
46,Maine,165,16,28,50,89,154
47,Alabama,3248,150,163,177,191,206
48,Idaho,759,88,104,123,143,165
49,Montana,520,95,107,120,133,146
50,Puerto Rico,935,55,64,74,86,100
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN
52,Guam,92,NaN,NaN,NaN,NaN,NaN
53,West Virginia,582,75,92,114,139,170
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
