,State,333,339,346,353,360,367
0,Washington,3104,180,176,169,161,153
1,Illinois,16407,1034,949,866,785,709
2,California,22675,1935,2514,3243,4144,5235
3,Arizona,7971,592,647,693,733,767
4,Massachusetts,11717,484,587,707,842,991
5,Wisconsin,4743,335,292,253,218,187
6,Texas,25827,1495,1607,1719,1830,1938
7,Nebraska,1486,130,111,94,78,65
8,Utah,1155,91,87,83,78,73
9,Oregon,1341,166,166,163,159,155
10,Florida,20568,835,925,1021,1123,1230
11,New York,36431,913,1129,1386,1689,2038
12,Rhode Island,1625,109,108,104,99,93
13,Georgia,10383,383,419,457,498,541
14,New Hampshire,656,70,91,117,149,187
15,North Carolina,6224,406,456,510,567,628
16,New Jersey,18194,462,474,481,485,486
17,Colorado,4368,407,365,324,285,250
18,Maryland,5448,317,321,319,315,309
19,Nevada,2779,257,267,272,273,272
20,Tennessee,6071,623,708,797,886,973
21,Hawaii,282,14,14,15,15,15
22,Indiana,7404,578,567,551,530,507
23,Kentucky,2397,179,177,171,163,155
24,Minnesota,4909,333,272,218,173,136
25,Oklahoma,2212,171,173,174,174,173
26,Pennsylvania,13834,1389,1362,1297,1217,1132
27,South Carolina,4935,269,327,396,476,566
28,District of Columbia,737,23,27,32,37,43
29,Kansas,2341,259,246,231,215,200
30,Missouri,5076,366,340,315,289,265
31,Vermont,111,22,29,37,48,61
32,Virginia,4650,267,311,361,417,478
33,Connecticut,5581,253,255,252,245,236
34,Iowa,3588,353,298,244,198,159
35,Louisiana,7042,225,219,209,198,186
36,Ohio,8047,599,584,560,532,502
37,Michigan,12074,772,685,600,522,452
38,South Dakota,1361,102,86,72,60,50
39,Arkansas,3237,296,319,331,336,337
40,Delaware,862,48,60,73,88,104
41,Mississippi,4409,231,245,259,274,288
42,New Mexico,2171,197,181,164,147,131
43,North Dakota,1231,67,52,40,31,23
44,Wyoming,351,33,26,20,16,12
45,Alaska,184,25,22,19,16,13
46,Maine,292,40,37,32,27,22
47,Alabama,4389,394,479,579,693,817
48,Idaho,1280,124,124,123,120,117
49,Montana,865,52,45,38,32,27
50,Puerto Rico,1368,104,114,126,138,151
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN
52,Guam,119,NaN,NaN,NaN,NaN,NaN
53,West Virginia,1128,167,178,186,193,199
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
