,State,277,283,290,297,304,311
0,Washington,2296,62,67,73,79,86
1,Illinois,9775,368,499,681,923,1241
2,California,17358,407,414,421,428,435
3,Arizona,5874,68,77,86,96,108
4,Massachusetts,9864,146,168,194,223,256
5,Wisconsin,1778,212,269,339,422,519
6,Texas,17955,599,664,738,820,909
7,Nebraska,596,45,53,63,73,85
8,Utah,572,38,41,45,49,53
9,Oregon,653,31,30,29,27,25
10,Florida,16429,684,791,925,1081,1262
11,New York,33422,79,95,115,139,167
12,Rhode Island,1177,30,38,49,62,79
13,Georgia,7809,207,218,238,261,286
14,New Hampshire,473,15,18,22,27,34
15,North Carolina,4157,211,236,263,293,326
16,New Jersey,16285,68,81,97,115,137
17,Colorado,2223,53,64,78,95,115
18,Maryland,4096,49,52,56,60,64
19,Nevada,1744,53,61,72,84,97
20,Tennessee,3131,234,270,311,357,408
21,Hawaii,212,17,16,15,14,13
22,Indiana,4130,224,293,382,496,640
23,Kentucky,1407,84,96,109,123,138
24,Minnesota,2402,100,117,136,158,182
25,Oklahoma,1249,73,78,83,88,92
26,Pennsylvania,8647,212,255,307,368,440
27,South Carolina,3802,136,136,136,136,135
28,District of Columbia,642,6,7,8,9,10
29,Kansas,956,93,96,98,100,102
30,Missouri,2820,174,193,215,238,262
31,Vermont,58,0,0,0,0,0
32,Virginia,3579,101,108,115,123,132
33,Connecticut,4577,35,46,60,79,104
34,Iowa,1635,97,104,111,119,126
35,Louisiana,5837,90,91,92,93,93
36,Ohio,5206,105,131,164,205,255
37,Michigan,7522,181,233,301,388,498
38,South Dakota,375,56,66,78,92,106
39,Arkansas,1812,145,152,160,167,175
40,Delaware,681,10,11,12,12,13
41,Mississippi,3255,106,126,150,177,208
42,New Mexico,967,49,71,101,144,202
43,North Dakota,456,81,100,123,150,179
44,Wyoming,68,8,10,12,15,19
45,Alaska,68,5,6,7,8,10
46,Maine,146,1,1,1,1,1
47,Alabama,2866,135,160,188,221,258
48,Idaho,573,47,58,72,89,109
49,Montana,297,46,58,71,86,103
50,Puerto Rico,801,31,27,23,19,16
51,Virgin Islands,21,NaN,NaN,NaN,NaN,NaN
52,Guam,69,NaN,NaN,NaN,NaN,NaN
53,West Virginia,425,25,29,33,39,45
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
