,State,193,199,206,213,220,227
0,Washington,1596,74,81,88,96,105
1,Illinois,7714,124,124,125,125,125
2,California,9396,1038,1093,1144,1196,1249
3,Arizona,3765,539,508,475,443,412
4,Massachusetts,8638,49,38,30,23,18
5,Wisconsin,948,46,53,61,70,80
6,Texas,7581,1297,1324,1319,1303,1285
7,Nebraska,332,12,14,16,20,25
8,Utah,311,34,35,35,36,36
9,Oregon,326,34,37,40,42,45
10,Florida,7084,1084,1363,1711,2144,2680
11,New York,32697,47,50,54,58,62
12,Rhode Island,1007,19,20,18,15,12
13,Georgia,3840,313,375,448,536,639
14,New Hampshire,417,6,5,4,3,2
15,North Carolina,1983,225,284,358,451,568
16,New Jersey,15836,106,104,103,101,100
17,Colorado,1844,44,42,40,38,36
18,Maryland,3515,77,84,92,101,110
19,Nevada,832,87,95,103,112,122
20,Tennessee,1073,170,202,240,286,339
21,Hawaii,26,5,7,10,13,19
22,Indiana,2975,99,119,142,169,202
23,Kentucky,742,42,51,61,73,88
24,Minnesota,1654,42,44,47,49,52
25,Oklahoma,550,60,73,89,108,131
26,Pennsylvania,7223,97,98,98,99,99
27,South Carolina,1777,321,332,337,339,340
28,District of Columbia,586,5,5,5,4,4
29,Kansas,361,23,26,30,34,38
30,Missouri,1276,76,83,92,101,111
31,Vermont,57,0,0,0,0,0
32,Virginia,2218,137,168,204,249,302
33,Connecticut,4432,16,13,11,9,8
34,Iowa,878,55,69,85,105,129
35,Louisiana,4007,307,382,439,461,453
36,Ohio,3529,171,181,191,202,213
37,Michigan,6457,46,48,50,52,53
38,South Dakota,135,10,10,11,12,12
39,Arkansas,464,41,40,40,40,40
40,Delaware,585,4,3,2,2,2
41,Mississippi,1703,97,100,102,105,107
42,New Mexico,654,32,34,36,38,40
43,North Dakota,105,11,12,12,12,12
44,Wyoming,26,3,4,5,6,7
45,Alaska,24,4,6,7,10,12
46,Maine,123,3,3,2,2,2
47,Alabama,1627,169,171,174,176,178
48,Idaho,197,36,42,49,58,67
49,Montana,61,10,12,14,17,20
50,Puerto Rico,230,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,8,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN
53,West Virginia,117,8,8,9,9,10
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
