,State,418,423,430,437,444
0,Washington,5135,90,81,82,82
1,Illinois,23217,336,326,312,304
2,California,56674,NaN,NaN,NaN,NaN
3,Arizona,16553,226,224,185,169
4,Massachusetts,16673,338,322,326,328
5,Wisconsin,7177,81,75,70,70
6,Texas,46519,977,820,674,679
7,Nebraska,2127,23,23,22,22
8,Utah,2027,30,26,25,25
9,Oregon,2324,41,31,38,37
10,Florida,32348,673,645,594,574
11,New York,49016,1151,1156,1108,1075
12,Rhode Island,2576,51,52,51,50
13,Georgia,18262,372,340,267,267
14,New Hampshire,1199,29,25,25,26
15,North Carolina,11709,251,202,171,157
16,New Jersey,23925,554,561,578,585
17,Colorado,6040,111,118,105,99
18,Maryland,8055,142,140,146,148
19,Nevada,5121,60,55,64,67
20,Tennessee,11638,160,140,128,124
21,Hawaii,450,7,6,7,8
22,Indiana,12864,170,161,158,157
23,Kentucky,5005,99,84,78,76
24,Minnesota,6815,105,102,118,129
25,Oklahoma,4701,68,62,51,49
26,Pennsylvania,24566,478,478,474,473
27,South Carolina,8878,224,170,154,150
28,District of Columbia,1042,23,21,26,26
29,Kansas,4791,49,40,35,35
30,Missouri,8661,119,101,95,94
31,Vermont,214,8,10,8,8
32,Virginia,10060,214,190,177,167
33,Connecticut,7788,168,153,152,152
34,Iowa,5642,81,71,70,70
35,Louisiana,9903,176,163,156,155
36,Ohio,17870,283,251,237,236
37,Michigan,16779,279,296,345,374
38,South Dakota,1912,19,18,19,19
39,Arkansas,5481,78,99,52,35
40,Delaware,1511,32,30,32,33
41,Mississippi,6903,112,104,104,104
42,New Mexico,3853,59,51,45,43
43,North Dakota,1488,12,12,12,12
44,Wyoming,691,10,7,7,7
45,Alaska,306,5,6,5,5
46,Maine,725,18,18,19,19
47,Alabama,10329,137,138,74,66
48,Idaho,1916,24,22,27,29
49,Montana,1393,19,15,18,18
50,Puerto Rico,2081,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,134,NaN,NaN,NaN,NaN
53,West Virginia,2531,45,37,39,38
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
