,State,354,360,367,374,381
0,Washington,3698,125,111,76,47
1,Illinois,19293,633,624,604,612
2,California,30004,1709,1830,1924,2015
3,Arizona,10141,755,1017,1245,1336
4,Massachusetts,13151,399,422,515,554
5,Wisconsin,5570,171,152,146,167
6,Texas,30479,1466,1554,1633,1952
7,Nebraska,1760,54,46,33,20
8,Utah,1392,70,58,42,29
9,Oregon,1604,98,85,52,28
10,Florida,22912,599,605,525,431
11,New York,39632,861,874,836,837
12,Rhode Island,1916,61,55,82,108
13,Georgia,11458,220,203,149,58
14,New Hampshire,869,28,26,15,7
15,North Carolina,7567,227,221,148,66
16,New Jersey,19854,397,355,319,280
17,Colorado,5208,122,107,80,74
18,Maryland,6272,237,208,147,86
19,Nevada,3467,180,239,313,400
20,Tennessee,7785,382,305,225,182
21,Hawaii,308,15,16,7,7
22,Indiana,8985,237,204,138,68
23,Kentucky,2901,105,108,55,20
24,Minnesota,5775,126,115,101,141
25,Oklahoma,2761,59,54,34,16
26,Pennsylvania,17717,1137,1009,842,673
27,South Carolina,5811,304,300,287,241
28,District of Columbia,817,24,21,15,10
29,Kansas,3141,163,138,79,34
30,Missouri,6133,229,200,191,164
31,Vermont,156,7,7,5,0
32,Virginia,5383,215,195,119,40
33,Connecticut,6324,175,159,187,185
34,Iowa,4138,77,73,45,13
35,Louisiana,7873,169,157,118,63
36,Ohio,9627,159,151,79,34
37,Michigan,14145,357,335,380,390
38,South Dakota,1585,15,14,8,2
39,Arkansas,4043,262,233,147,81
40,Delaware,972,28,28,22,14
41,Mississippi,5167,255,215,153,43
42,New Mexico,2749,135,121,86,41
43,North Dakota,1352,0,0,0,0
44,Wyoming,489,0,0,0,0
45,Alaska,224,7,7,1,0
46,Maine,432,49,45,29,14
47,Alabama,5334,231,197,169,148
48,Idaho,1534,60,47,31,21
49,Montana,1056,0,0,0,0
50,Puerto Rico,1630,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,124,NaN,NaN,NaN,NaN
53,West Virginia,1582,84,73,41,11
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
