,State,432,437,444,451,458
0,Washington,362385,5856,6089,5976,6031
1,Illinois,1239502,16355,16571,16464,16355
2,California,3663913,17371,16907,16643,16494
3,Arizona,840492,3524,3505,3496,3492
4,Massachusetts,631031,15925,16536,16841,16993
5,Wisconsin,634453,4672,4673,4673,4673
6,Texas,2786219,27198,27198,27198,27198
7,Nebraska,208553,1874,1901,1904,1913
8,Utah,384756,2811,2778,2768,2765
9,Oregon,164164,2373,2480,2497,2526
10,Florida,2047379,36058,36592,36803,36886
11,New York,1859474,76498,82098,83024,82444
12,Rhode Island,136419,2714,2640,2636,2661
13,Georgia,1056421,10390,10168,10216,10157
14,New Hampshire,83340,2607,2681,2712,2724
15,North Carolina,910833,9271,8838,8649,8567
16,New Jersey,900273,30670,31295,31721,31974
17,Colorado,459361,8099,8256,8330,8366
18,Maryland,409075,8115,8257,8305,8321
19,Nevada,303273,1990,1997,1999,1999
20,Tennessee,809692,7878,7771,7732,7717
21,Hawaii,30579,714,736,746,750
22,Indiana,684733,6254,6402,6472,6505
23,Kentucky,425333,3279,3221,3208,3205
24,Minnesota,516608,10475,10972,11243,11390
25,Oklahoma,437853,2664,2705,2677,2663
26,Pennsylvania,1017881,30024,31622,32408,32794
27,South Carolina,550068,7697,7691,7690,7689
28,District of Columbia,44248,757,794,760,770
29,Kansas,303418,1470,1470,1470,1470
30,Missouri,580417,4893,4909,4912,4913
31,Vermont,19002,1054,1055,1055,1055
32,Virginia,616509,10591,10665,10788,10831
33,Connecticut,308439,8468,8469,8469,8469
34,Iowa,350219,4171,4240,4258,4263
35,Louisiana,443905,3154,2986,2827,2676
36,Ohio,1013119,11890,11899,11899,11899
37,Michigan,732938,40412,45611,49085,51406
38,South Dakota,117336,1416,1465,1491,1511
39,Arkansas,330008,1305,1387,1407,1395
40,Delaware,94402,1755,1755,1755,1755
41,Mississippi,304695,1698,1692,1691,1691
42,New Mexico,191230,1307,1301,1299,1298
43,North Dakota,102639,1010,993,936,864
44,Wyoming,56190,487,498,502,505
45,Alaska,62265,1135,1154,1160,1161
46,Maine,50030,1398,1389,1397,1397
47,Alabama,514619,2832,2827,2827,2827
48,Idaho,179763,1940,1914,1903,1900
49,Montana,104163,1117,1116,1116,1116
50,Puerto Rico,106935,NaN,NaN,NaN,NaN
51,Virgin Islands,2907,NaN,NaN,NaN,NaN
52,Guam,7804,NaN,NaN,NaN,NaN
53,West Virginia,140991,3098,3288,3403,3479
54,Northern Mariana Islands,159,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
