,State,305,311,318,325,332
0,Washington,2619,187,190,190,192
1,Illinois,12050,1260,1296,1292,1306
2,California,18726,342,322,294,274
3,Arizona,6464,313,325,326,336
4,Massachusetts,10512,330,345,347,360
5,Wisconsin,3150,745,763,766,785
6,Texas,21013,1023,1055,1068,1101
7,Nebraska,909,178,181,183,190
8,Utah,793,214,212,209,208
9,Oregon,820,101,104,104,107
10,Florida,17991,504,509,506,512
11,New York,34319,180,188,192,199
12,Rhode Island,1294,71,75,77,83
13,Georgia,9198,543,581,580,600
14,New Hampshire,512,25,25,26,27
15,North Carolina,5034,337,353,351,357
16,New Jersey,16761,320,324,321,322
17,Colorado,2806,407,413,414,421
18,Maryland,4434,167,167,163,165
19,Nevada,2017,150,152,152,157
20,Tennessee,4266,532,553,560,576
21,Hawaii,233,2,0,0,0
22,Indiana,5305,661,685,691,712
23,Kentucky,1787,241,246,247,254
24,Minnesota,3297,599,628,645,675
25,Oklahoma,1634,246,252,253,262
26,Pennsylvania,9816,328,332,331,335
27,South Carolina,4283,181,184,182,188
28,District of Columbia,670,5,7,2,1
29,Kansas,1410,226,232,235,247
30,Missouri,3578,570,593,599,615
31,Vermont,63,3,3,3,3
32,Virginia,3938,198,199,193,192
33,Connecticut,4828,167,183,196,213
34,Iowa,2202,428,447,459,483
35,Louisiana,6260,200,205,205,212
36,Ohio,5996,367,375,374,378
37,Michigan,8875,870,991,1089,1197
38,South Dakota,819,188,210,229,258
39,Arkansas,2357,223,228,228,240
40,Delaware,748,34,36,37,40
41,Mississippi,3676,165,171,173,184
42,New Mexico,1383,162,168,170,181
43,North Dakota,846,178,195,209,233
44,Wyoming,176,70,79,88,99
45,Alaska,103,36,39,42,46
46,Maine,176,16,19,22,25
47,Alabama,3457,253,261,262,271
48,Idaho,849,142,154,163,180
49,Montana,603,139,154,165,186
50,Puerto Rico,1017,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,103,NaN,NaN,NaN,NaN
53,West Virginia,662,100,113,124,140
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
