,State,375,381,388,395,402
0,Washington,4285,187,173,170,196
1,Illinois,21253,616,487,385,323
2,California,40928,2425,1936,1698,1753
3,Arizona,13120,1047,894,804,813
4,Massachusetts,14577,472,400,376,409
5,Wisconsin,6434,182,132,92,72
6,Texas,37074,2083,1938,2055,2393
7,Nebraska,1920,41,29,28,21
8,Utah,1665,44,39,35,35
9,Oregon,1957,67,57,59,72
10,Florida,26479,978,906,935,1092
11,New York,43634,1326,1200,1156,1225
12,Rhode Island,2154,87,82,66,63
13,Georgia,14198,489,432,396,363
14,New Hampshire,1057,53,48,38,33
15,North Carolina,9335,472,358,264,197
16,New Jersey,21484,632,597,583,581
17,Colorado,5640,125,112,119,145
18,Maryland,7127,252,217,216,242
19,Nevada,4270,199,165,148,154
20,Tennessee,9650,249,191,151,147
21,Hawaii,409,7,7,7,7
22,Indiana,9974,256,195,132,110
23,Kentucky,3745,141,119,98,101
24,Minnesota,6268,111,100,92,96
25,Oklahoma,3547,136,103,94,86
26,Pennsylvania,21617,1001,830,788,825
27,South Carolina,7042,399,345,287,253
28,District of Columbia,913,28,28,34,49
29,Kansas,3767,192,143,97,79
30,Missouri,7041,158,134,128,140
31,Vermont,174,7,1,0,0
32,Virginia,6464,293,270,258,291
33,Connecticut,7046,262,222,220,261
34,Iowa,4901,96,74,63,56
35,Louisiana,8859,246,210,220,263
36,Ohio,11175,347,285,250,247
37,Michigan,15525,419,342,333,391
38,South Dakota,1778,14,13,7,7
39,Arkansas,4868,169,144,115,100
40,Delaware,1090,31,28,28,28
41,Mississippi,6045,177,147,113,87
42,New Mexico,3283,137,108,96,92
43,North Dakota,1447,7,5,0,0
44,Wyoming,596,15,13,7,7
45,Alaska,262,2,0,0,0
46,Maine,590,48,41,29,15
47,Alabama,7688,343,300,274,277
48,Idaho,1725,28,27,21,15
49,Montana,1233,35,31,22,14
50,Puerto Rico,1829,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,129,NaN,NaN,NaN,NaN
53,West Virginia,2024,69,56,37,32
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
