,State,246,255,262,269,276,283
0,Washington,2080,51,49,50,53,57
1,Illinois,8774,127,118,113,111,111
2,California,15393,516,474,455,449,456
3,Arizona,5559,94,78,70,67,65
4,Massachusetts,9362,69,59,54,52,51
5,Wisconsin,1265,47,53,58,66,77
6,Texas,15510,555,495,456,431,417
7,Nebraska,462,18,17,17,18,18
8,Utah,444,14,15,15,15,15
9,Oregon,539,23,24,26,28,31
10,Florida,13795,546,471,421,382,351
11,New York,33095,70,76,75,76,77
12,Rhode Island,1106,15,13,12,11,10
13,Georgia,6816,269,235,210,191,176
14,New Hampshire,438,3,3,3,4,4
15,North Carolina,3356,154,147,143,141,142
16,New Jersey,16091,37,37,37,37,39
17,Colorado,2033,29,29,30,31,32
18,Maryland,3909,41,38,37,36,36
19,Nevada,1564,51,45,42,41,41
20,Tennessee,2312,126,119,113,108,104
21,Hawaii,124,15,14,13,14,14
22,Indiana,3548,63,63,62,62,63
23,Kentucky,1137,49,51,52,53,55
24,Minnesota,2040,48,47,47,47,48
25,Oklahoma,981,47,46,44,44,44
26,Pennsylvania,8054,141,144,155,172,196
27,South Carolina,3279,125,118,113,110,110
28,District of Columbia,621,3,3,3,2,2
29,Kansas,621,40,37,37,38,40
30,Missouri,1951,108,96,95,97,101
31,Vermont,58,0,0,0,0,0
32,Virginia,3111,140,121,117,116,117
33,Connecticut,4499,14,15,16,17,19
34,Iowa,1303,54,52,49,48,47
35,Louisiana,5423,112,100,89,80,73
36,Ohio,4715,142,140,140,142,148
37,Michigan,7019,65,63,62,63,65
38,South Dakota,210,12,13,13,13,13
39,Arkansas,1246,67,62,58,54,52
40,Delaware,630,6,5,5,5,5
41,Mississippi,2874,98,85,75,67,60
42,New Mexico,859,25,26,26,26,27
43,North Dakota,211,21,20,19,19,18
44,Wyoming,50,2,2,2,2,3
45,Alaska,46,2,2,2,2,3
46,Maine,140,2,2,2,3,3
47,Alabama,2506,81,71,65,60,57
48,Idaho,457,24,22,21,20,19
49,Montana,165,17,16,17,18,20
50,Puerto Rico,627,47,47,47,48,49
51,Virgin Islands,19,1,1,1,1,1
52,Guam,38,7,7,6,6,5
53,West Virginia,328,30,30,30,31,33
54,Northern Mariana Islands,2,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
