,Region,824,829,836,843,850,857,864,871
0,Belgium,,779,0,0,0,0,0,0
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,13093,12855,11458,8605,5441,4048,2564
3,Denmark,,9299,7774,5920,4338,2665,1325,634
4,Germany,,865621,1149062,1406657,1293234,1047682,835229,682677
5,Estonia,,869,588,360,212,140,100,71
6,Ireland,,21729,44914,71868,53805,26012,11680,5913
7,Greece,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Spain,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,France,,330102,158336,73747,36887,21041,11354,3018
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,465340,521688,433698,289919,167409,102406,70556
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Lithuania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,Luxembourg,,1949,919,609,760,1168,2034,3203
16,Hungary,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Malta,,2510,3175,3594,3103,2540,2226,2075
18,Netherlands,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Austria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,Poland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Portugal,,141175,293769,534500,720200,850595,1022396,1239281
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,6078,5011,3783,1598,375,16,1
24,Slovakia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,Finland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,Sweden,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,United Kingdom,,381128,717189,1092566,1146829,1017264,875561,754290
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,Switzerland,,1,0,0,0,0,0,0
