,State,662,668,675
0,Washington,NaN,129,126
1,Illinois,NaN,176,194
2,California,NaN,553,554
3,Arizona,NaN,225,224
4,Massachusetts,NaN,70,77
5,Wisconsin,NaN,168,187
6,Texas,NaN,706,670
7,Nebraska,NaN,36,53
8,Utah,NaN,43,47
9,Oregon,NaN,140,125
10,Florida,NaN,26,53
11,New York,NaN,267,285
12,Rhode Island,NaN,7,10
13,Georgia,NaN,260,233
14,New Hampshire,NaN,35,38
15,North Carolina,NaN,154,154
16,New Jersey,NaN,92,91
17,Colorado,NaN,191,193
18,Maryland,NaN,63,67
19,Nevada,NaN,76,69
20,Tennessee,NaN,152,158
21,Hawaii,NaN,22,21
22,Indiana,NaN,194,204
23,Kentucky,NaN,191,169
24,Minnesota,NaN,188,203
25,Oklahoma,NaN,46,74
26,Pennsylvania,NaN,431,444
27,South Carolina,NaN,124,111
28,District of Columbia,NaN,3,3
29,Kansas,NaN,103,107
30,Missouri,NaN,121,124
31,Vermont,NaN,17,23
32,Virginia,NaN,155,145
33,Connecticut,NaN,21,26
34,Iowa,NaN,94,103
35,Louisiana,NaN,64,69
36,Ohio,NaN,129,196
37,Michigan,NaN,327,332
38,South Dakota,NaN,20,23
39,Arkansas,NaN,68,65
40,Delaware,NaN,22,21
41,Mississippi,NaN,55,53
42,New Mexico,NaN,72,80
43,North Dakota,NaN,27,30
44,Wyoming,NaN,40,37
45,Alaska,NaN,60,51
46,Maine,NaN,28,32
47,Alabama,NaN,117,104
48,Idaho,NaN,73,68
49,Montana,NaN,55,56
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,78,80
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
