,State,333,339,346
0,Washington,3104,166,180
1,Illinois,16407,941,901
2,California,22675,2029,2242
3,Arizona,7971,632,612
4,Massachusetts,11717,353,343
5,Wisconsin,4743,383,360
6,Texas,25827,1506,1615
7,Nebraska,1486,132,134
8,Utah,1155,90,103
9,Oregon,1341,174,169
10,Florida,20568,816,870
11,New York,36431,867,867
12,Rhode Island,1625,108,103
13,Georgia,10383,385,434
14,New Hampshire,656,61,64
15,North Carolina,6224,442,453
16,New Jersey,18194,437,431
17,Colorado,4368,394,359
18,Maryland,5448,268,250
19,Nevada,2779,227,225
20,Tennessee,6071,612,579
21,Hawaii,282,10,11
22,Indiana,7404,560,536
23,Kentucky,2397,244,257
24,Minnesota,4909,364,317
25,Oklahoma,2212,209,234
26,Pennsylvania,13834,1254,1125
27,South Carolina,4935,239,246
28,District of Columbia,737,17,17
29,Kansas,2341,297,271
30,Missouri,5076,394,398
31,Vermont,111,13,16
32,Virginia,4650,262,284
33,Connecticut,5581,208,203
34,Iowa,3588,270,259
35,Louisiana,7042,241,239
36,Ohio,8047,598,600
37,Michigan,12074,718,676
38,South Dakota,1361,82,80
39,Arkansas,3237,257,236
40,Delaware,862,49,44
41,Mississippi,4409,210,205
42,New Mexico,2171,192,186
43,North Dakota,1231,53,46
44,Wyoming,351,38,39
45,Alaska,184,24,28
46,Maine,292,43,41
47,Alabama,4389,311,309
48,Idaho,1280,115,117
49,Montana,865,63,67
50,Puerto Rico,1368,NaN,NaN
51,Virgin Islands,23,NaN,NaN
52,Guam,119,NaN,NaN
53,West Virginia,1128,153,147
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
