,State,522,528,535
0,Washington,5902,81,79
1,Illinois,25632,59,57
2,California,63589,254,248
3,Arizona,17914,56,52
4,Massachusetts,17988,23,24
5,Wisconsin,8099,34,29
6,Texas,52273,173,172
7,Nebraska,2259,2,3
8,Utah,2363,15,15
9,Oregon,2763,15,15
10,Florida,37772,30,41
11,New York,53664,56,56
12,Rhode Island,2728,2,3
13,Georgia,21393,77,75
14,New Hampshire,1371,3,2
15,North Carolina,13412,63,58
16,New Jersey,26437,52,49
17,Colorado,6777,39,37
18,Maryland,9737,26,28
19,Nevada,5667,28,28
20,Tennessee,12550,35,37
21,Hawaii,516,5,5
22,Indiana,13822,34,35
23,Kentucky,7204,26,25
24,Minnesota,7675,27,23
25,Oklahoma,7384,35,36
26,Pennsylvania,27651,55,54
27,South Carolina,9819,32,33
28,District of Columbia,1141,0,1
29,Kansas,5147,20,21
30,Missouri,9676,40,43
31,Vermont,256,0,0
32,Virginia,11396,51,48
33,Connecticut,8275,10,11
34,Iowa,6133,16,16
35,Louisiana,10723,33,31
36,Ohio,20281,79,77
37,Michigan,20959,76,66
38,South Dakota,2030,4,4
39,Arkansas,5893,19,20
40,Delaware,1694,8,7
41,Mississippi,7395,22,21
42,New Mexico,4335,20,19
43,North Dakota,1559,2,3
44,Wyoming,740,4,5
45,Alaska,374,2,3
46,Maine,858,4,3
47,Alabama,11336,28,28
48,Idaho,2145,15,14
49,Montana,1662,10,11
50,Puerto Rico,2547,NaN,NaN
51,Virgin Islands,30,NaN,NaN
52,Guam,139,NaN,NaN
53,West Virginia,2876,10,10
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
