,State,536,542,549
0,Washington,NaN,42,42
1,Illinois,NaN,49,56
2,California,NaN,246,239
3,Arizona,NaN,44,42
4,Massachusetts,NaN,11,12
5,Wisconsin,NaN,23,20
6,Texas,NaN,161,168
7,Nebraska,NaN,1,1
8,Utah,NaN,9,9
9,Oregon,NaN,12,15
10,Florida,NaN,23,46
11,New York,NaN,49,49
12,Rhode Island,NaN,2,3
13,Georgia,NaN,53,63
14,New Hampshire,NaN,2,2
15,North Carolina,NaN,45,45
16,New Jersey,NaN,26,26
17,Colorado,NaN,33,35
18,Maryland,NaN,14,14
19,Nevada,NaN,21,20
20,Tennessee,NaN,25,29
21,Hawaii,NaN,4,5
22,Indiana,NaN,35,36
23,Kentucky,NaN,24,26
24,Minnesota,NaN,10,14
25,Oklahoma,NaN,22,26
26,Pennsylvania,NaN,29,28
27,South Carolina,NaN,20,25
28,District of Columbia,NaN,1,1
29,Kansas,NaN,17,19
30,Missouri,NaN,51,61
31,Vermont,NaN,1,0
32,Virginia,NaN,30,32
33,Connecticut,NaN,4,4
34,Iowa,NaN,14,18
35,Louisiana,NaN,29,33
36,Ohio,NaN,17,23
37,Michigan,NaN,44,45
38,South Dakota,NaN,2,3
39,Arkansas,NaN,36,39
40,Delaware,NaN,0,1
41,Mississippi,NaN,19,24
42,New Mexico,NaN,9,13
43,North Dakota,NaN,2,2
44,Wyoming,NaN,4,5
45,Alaska,NaN,2,3
46,Maine,NaN,2,3
47,Alabama,NaN,35,36
48,Idaho,NaN,6,6
49,Montana,NaN,8,8
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,8,8
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
