,State,550,556,563
0,Washington,NaN,37,51
1,Illinois,NaN,56,82
2,California,NaN,160,202
3,Arizona,NaN,58,65
4,Massachusetts,NaN,19,28
5,Wisconsin,NaN,25,29
6,Texas,NaN,232,317
7,Nebraska,NaN,0,1
8,Utah,NaN,11,14
9,Oregon,NaN,17,27
10,Florida,NaN,36,87
11,New York,NaN,56,79
12,Rhode Island,NaN,3,3
13,Georgia,NaN,83,120
14,New Hampshire,NaN,3,3
15,North Carolina,NaN,60,89
16,New Jersey,NaN,33,48
17,Colorado,NaN,25,33
18,Maryland,NaN,16,21
19,Nevada,NaN,43,44
20,Tennessee,NaN,56,70
21,Hawaii,NaN,7,9
22,Indiana,NaN,33,48
23,Kentucky,NaN,36,51
24,Minnesota,NaN,16,20
25,Oklahoma,NaN,35,50
26,Pennsylvania,NaN,36,44
27,South Carolina,NaN,33,58
28,District of Columbia,NaN,1,2
29,Kansas,NaN,36,42
30,Missouri,NaN,88,105
31,Vermont,NaN,0,1
32,Virginia,NaN,33,49
33,Connecticut,NaN,9,14
34,Iowa,NaN,14,21
35,Louisiana,NaN,85,118
36,Ohio,NaN,29,51
37,Michigan,NaN,30,42
38,South Dakota,NaN,3,4
39,Arkansas,NaN,66,79
40,Delaware,NaN,2,3
41,Mississippi,NaN,46,65
42,New Mexico,NaN,14,19
43,North Dakota,NaN,2,3
44,Wyoming,NaN,6,7
45,Alaska,NaN,5,10
46,Maine,NaN,7,6
47,Alabama,NaN,56,77
48,Idaho,NaN,11,15
49,Montana,NaN,5,9
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,10,13
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
