,State,690,696,703
0,Washington,NaN,111,113
1,Illinois,NaN,352,371
2,California,NaN,448,440
3,Arizona,NaN,327,290
4,Massachusetts,NaN,170,170
5,Wisconsin,NaN,239,220
6,Texas,NaN,413,428
7,Nebraska,NaN,31,46
8,Utah,NaN,44,48
9,Oregon,NaN,86,83
10,Florida,NaN,49,96
11,New York,NaN,437,420
12,Rhode Island,NaN,28,30
13,Georgia,NaN,133,136
14,New Hampshire,NaN,47,44
15,North Carolina,NaN,179,176
16,New Jersey,NaN,150,154
17,Colorado,NaN,192,175
18,Maryland,NaN,1,7
19,Nevada,NaN,79,79
20,Tennessee,NaN,238,230
21,Hawaii,NaN,14,14
22,Indiana,NaN,303,302
23,Kentucky,NaN,310,314
24,Minnesota,NaN,243,234
25,Oklahoma,NaN,75,103
26,Pennsylvania,NaN,606,569
27,South Carolina,NaN,94,96
28,District of Columbia,NaN,7,4
29,Kansas,NaN,59,74
30,Missouri,NaN,190,212
31,Vermont,NaN,21,21
32,Virginia,NaN,139,144
33,Connecticut,NaN,66,67
34,Iowa,NaN,149,158
35,Louisiana,NaN,50,55
36,Ohio,NaN,418,425
37,Michigan,NaN,594,542
38,South Dakota,NaN,40,42
39,Arkansas,NaN,81,82
40,Delaware,NaN,26,27
41,Mississippi,NaN,42,46
42,New Mexico,NaN,78,79
43,North Dakota,NaN,24,22
44,Wyoming,NaN,22,19
45,Alaska,NaN,7,8
46,Maine,NaN,50,49
47,Alabama,NaN,69,71
48,Idaho,NaN,45,45
49,Montana,NaN,43,44
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,101,102
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
