,State,459,465,472
0,Washington,NaN,59,55
1,Illinois,NaN,168,166
2,California,NaN,401,388
3,Arizona,NaN,94,86
4,Massachusetts,NaN,73,65
5,Wisconsin,NaN,50,43
6,Texas,NaN,357,343
7,Nebraska,NaN,23,23
8,Utah,NaN,11,12
9,Oregon,NaN,35,36
10,Florida,NaN,406,386
11,New York,NaN,354,317
12,Rhode Island,NaN,16,15
13,Georgia,NaN,166,154
14,New Hampshire,NaN,16,17
15,North Carolina,NaN,144,135
16,New Jersey,NaN,190,171
17,Colorado,NaN,76,73
18,Maryland,NaN,87,78
19,Nevada,NaN,43,42
20,Tennessee,NaN,109,106
21,Hawaii,NaN,6,6
22,Indiana,NaN,64,62
23,Kentucky,NaN,69,66
24,Minnesota,NaN,82,77
25,Oklahoma,NaN,32,31
26,Pennsylvania,NaN,251,213
27,South Carolina,NaN,92,87
28,District of Columbia,NaN,3,4
29,Kansas,NaN,20,18
30,Missouri,NaN,58,54
31,Vermont,NaN,4,4
32,Virginia,NaN,97,87
33,Connecticut,NaN,47,44
34,Iowa,NaN,39,36
35,Louisiana,NaN,56,54
36,Ohio,NaN,99,93
37,Michigan,NaN,394,338
38,South Dakota,NaN,7,8
39,Arkansas,NaN,20,20
40,Delaware,NaN,16,16
41,Mississippi,NaN,31,33
42,New Mexico,NaN,29,27
43,North Dakota,NaN,8,6
44,Wyoming,NaN,2,2
45,Alaska,NaN,6,7
46,Maine,NaN,15,15
47,Alabama,NaN,56,56
48,Idaho,NaN,12,11
49,Montana,NaN,15,15
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,31,28
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
