,State,571,577,584
0,Washington,6239,92,109
1,Illinois,26027,131,161
2,California,64665,342,386
3,Arizona,18464,91,95
4,Massachusetts,18142,47,54
5,Wisconsin,8322,42,63
6,Texas,54330,631,681
7,Nebraska,2285,1,2
8,Utah,2525,26,30
9,Oregon,2935,65,86
10,Florida,40766,27,73
11,New York,54090,132,161
12,Rhode Island,2744,8,11
13,Georgia,21978,222,270
14,New Hampshire,1395,6,8
15,North Carolina,13826,161,236
16,New Jersey,26695,64,82
17,Colorado,7032,49,61
18,Maryland,9891,36,45
19,Nevada,6160,129,123
20,Tennessee,12934,148,186
21,Hawaii,552,11,14
22,Indiana,14128,96,124
23,Kentucky,7426,96,128
24,Minnesota,7822,44,54
25,Oklahoma,7594,82,98
26,Pennsylvania,27966,71,87
27,South Carolina,10039,114,146
28,District of Columbia,1150,4,7
29,Kansas,5391,77,86
30,Missouri,10478,165,173
31,Vermont,264,6,7
32,Virginia,11599,69,99
33,Connecticut,8307,18,21
34,Iowa,6210,32,44
35,Louisiana,11519,305,331
36,Ohio,20614,87,127
37,Michigan,21284,86,102
38,South Dakota,2054,7,11
39,Arkansas,6467,140,148
40,Delaware,1838,6,8
41,Mississippi,7761,164,190
42,New Mexico,4446,27,37
43,North Dakota,1576,5,8
44,Wyoming,793,12,14
45,Alaska,403,8,12
46,Maine,904,6,10
47,Alabama,11798,145,157
48,Idaho,2245,27,38
49,Montana,1730,12,20
50,Puerto Rico,2667,NaN,NaN
51,Virgin Islands,41,NaN,NaN
52,Guam,143,NaN,NaN
53,West Virginia,2976,22,26
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
