,State,473,479,486
0,Washington,NaN,71,66
1,Illinois,NaN,200,192
2,California,NaN,365,323
3,Arizona,NaN,69,66
4,Massachusetts,NaN,61,63
5,Wisconsin,NaN,65,55
6,Texas,NaN,338,311
7,Nebraska,NaN,14,15
8,Utah,NaN,12,13
9,Oregon,NaN,40,40
10,Florida,NaN,420,379
11,New York,NaN,300,258
12,Rhode Island,NaN,14,13
13,Georgia,NaN,140,131
14,New Hampshire,NaN,10,10
15,North Carolina,NaN,123,113
16,New Jersey,NaN,152,132
17,Colorado,NaN,67,66
18,Maryland,NaN,96,86
19,Nevada,NaN,26,26
20,Tennessee,NaN,70,68
21,Hawaii,NaN,6,9
22,Indiana,NaN,73,71
23,Kentucky,NaN,59,59
24,Minnesota,NaN,75,70
25,Oklahoma,NaN,43,42
26,Pennsylvania,NaN,222,194
27,South Carolina,NaN,80,75
28,District of Columbia,NaN,4,4
29,Kansas,NaN,29,29
30,Missouri,NaN,69,65
31,Vermont,NaN,3,2
32,Virginia,NaN,92,83
33,Connecticut,NaN,35,34
34,Iowa,NaN,33,32
35,Louisiana,NaN,50,51
36,Ohio,NaN,126,120
37,Michigan,NaN,390,339
38,South Dakota,NaN,11,10
39,Arkansas,NaN,22,23
40,Delaware,NaN,12,13
41,Mississippi,NaN,33,36
42,New Mexico,NaN,33,34
43,North Dakota,NaN,5,5
44,Wyoming,NaN,4,4
45,Alaska,NaN,3,4
46,Maine,NaN,17,15
47,Alabama,NaN,54,48
48,Idaho,NaN,13,12
49,Montana,NaN,16,14
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,33,29
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
