,State,452,458,465
0,Washington,5380,68,71
1,Illinois,23955,180,186
2,California,61038,512,501
3,Arizona,17153,55,53
4,Massachusetts,17462,90,88
5,Wisconsin,7420,42,41
6,Texas,49595,373,379
7,Nebraska,2213,16,17
8,Utah,2164,9,10
9,Oregon,2460,29,28
10,Florida,34439,407,408
11,New York,51579,437,422
12,Rhode Island,2647,13,13
13,Georgia,19758,205,206
14,New Hampshire,1270,15,15
15,North Carolina,12387,136,137
16,New Jersey,25143,244,238
17,Colorado,6199,58,65
18,Maryland,8562,93,92
19,Nevada,5365,32,32
20,Tennessee,12049,74,77
21,Hawaii,474,4,4
22,Indiana,13224,83,94
23,Kentucky,6338,65,66
24,Minnesota,7098,78,80
25,Oklahoma,6697,56,59
26,Pennsylvania,25665,243,236
27,South Carolina,9336,73,74
28,District of Columbia,1096,10,11
29,Kansas,4909,24,26
30,Missouri,9009,68,65
31,Vermont,242,7,6
32,Virginia,10581,105,104
33,Connecticut,7995,54,53
34,Iowa,5881,30,30
35,Louisiana,10282,58,62
36,Ohio,19033,63,75
37,Michigan,17934,381,382
38,South Dakota,1953,10,11
39,Arkansas,5694,27,28
40,Delaware,1602,21,23
41,Mississippi,7153,50,52
42,New Mexico,4001,30,30
43,North Dakota,1510,9,8
44,Wyoming,703,3,3
45,Alaska,334,12,10
46,Maine,765,21,21
47,Alabama,10790,61,64
48,Idaho,2017,15,15
49,Montana,1546,19,20
50,Puerto Rico,2207,NaN,NaN
51,Virgin Islands,26,NaN,NaN
52,Guam,136,NaN,NaN
53,West Virginia,2785,26,27
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
