,State,627,633,640
0,Washington,NaN,200,178
1,Illinois,NaN,241,240
2,California,NaN,667,660
3,Arizona,NaN,200,184
4,Massachusetts,NaN,95,88
5,Wisconsin,NaN,158,164
6,Texas,NaN,982,885
7,Nebraska,NaN,14,28
8,Utah,NaN,46,43
9,Oregon,NaN,136,118
10,Florida,NaN,85,174
11,New York,NaN,288,302
12,Rhode Island,NaN,17,18
13,Georgia,NaN,641,586
14,New Hampshire,NaN,21,27
15,North Carolina,NaN,400,347
16,New Jersey,NaN,134,130
17,Colorado,NaN,146,144
18,Maryland,NaN,99,88
19,Nevada,NaN,81,55
20,Tennessee,NaN,318,294
21,Hawaii,NaN,25,17
22,Indiana,NaN,255,233
23,Kentucky,NaN,227,212
24,Minnesota,NaN,155,157
25,Oklahoma,NaN,221,210
26,Pennsylvania,NaN,413,394
27,South Carolina,NaN,328,298
28,District of Columbia,NaN,9,10
29,Kansas,NaN,65,65
30,Missouri,NaN,147,140
31,Vermont,NaN,12,13
32,Virginia,NaN,240,231
33,Connecticut,NaN,27,29
34,Iowa,NaN,96,92
35,Louisiana,NaN,157,140
36,Ohio,NaN,360,359
37,Michigan,NaN,317,320
38,South Dakota,NaN,28,26
39,Arkansas,NaN,97,85
40,Delaware,NaN,36,35
41,Mississippi,NaN,161,149
42,New Mexico,NaN,71,70
43,North Dakota,NaN,34,34
44,Wyoming,NaN,38,31
45,Alaska,NaN,31,36
46,Maine,NaN,41,37
47,Alabama,NaN,284,246
48,Idaho,NaN,109,87
49,Montana,NaN,74,71
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,147,130
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
