,State,515,521,528
0,Washington,5820,28,28
1,Illinois,25566,72,67
2,California,63335,138,131
3,Arizona,17843,64,55
4,Massachusetts,17968,22,21
5,Wisconsin,8047,21,20
6,Texas,52110,188,186
7,Nebraska,2259,1,2
8,Utah,2330,3,4
9,Oregon,2754,21,19
10,Florida,37555,23,39
11,New York,53606,57,51
12,Rhode Island,2724,5,6
13,Georgia,21318,106,102
14,New Hampshire,1367,4,4
15,North Carolina,13340,58,55
16,New Jersey,26374,40,38
17,Colorado,6731,32,27
18,Maryland,9707,23,21
19,Nevada,5649,24,21
20,Tennessee,12516,44,36
21,Hawaii,513,4,4
22,Indiana,13795,41,41
23,Kentucky,7180,34,32
24,Minnesota,7638,18,16
25,Oklahoma,7354,29,30
26,Pennsylvania,27566,58,44
27,South Carolina,9792,26,26
28,District of Columbia,1141,2,2
29,Kansas,5129,19,18
30,Missouri,9648,38,37
31,Vermont,256,0,1
32,Virginia,11351,43,41
33,Connecticut,8270,11,10
34,Iowa,6114,14,14
35,Louisiana,10688,34,35
36,Ohio,20166,54,55
37,Michigan,20862,61,57
38,South Dakota,2027,2,3
39,Arkansas,5874,16,16
40,Delaware,1683,3,3
41,Mississippi,7371,19,20
42,New Mexico,4316,18,17
43,North Dakota,1554,2,2
44,Wyoming,734,4,4
45,Alaska,373,2,2
46,Maine,854,5,4
47,Alabama,11306,33,30
48,Idaho,2122,7,7
49,Montana,1651,9,8
50,Puerto Rico,2540,NaN,NaN
51,Virgin Islands,30,NaN,NaN
52,Guam,139,NaN,NaN
53,West Virginia,2863,11,10
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
