,State,501,507,514
0,Washington,NaN,51,42
1,Illinois,NaN,109,95
2,California,NaN,161,150
3,Arizona,NaN,51,44
4,Massachusetts,NaN,29,23
5,Wisconsin,NaN,51,42
6,Texas,NaN,204,189
7,Nebraska,NaN,2,4
8,Utah,NaN,10,9
9,Oregon,NaN,33,28
10,Florida,NaN,203,175
11,New York,NaN,115,93
12,Rhode Island,NaN,6,5
13,Georgia,NaN,109,102
14,New Hampshire,NaN,4,5
15,North Carolina,NaN,71,63
16,New Jersey,NaN,59,52
17,Colorado,NaN,48,39
18,Maryland,NaN,30,27
19,Nevada,NaN,22,19
20,Tennessee,NaN,48,47
21,Hawaii,NaN,6,5
22,Indiana,NaN,70,60
23,Kentucky,NaN,129,126
24,Minnesota,NaN,29,22
25,Oklahoma,NaN,32,30
26,Pennsylvania,NaN,85,66
27,South Carolina,NaN,41,39
28,District of Columbia,NaN,3,3
29,Kansas,NaN,15,16
30,Missouri,NaN,67,64
31,Vermont,NaN,0,0
32,Virginia,NaN,55,52
33,Connecticut,NaN,12,12
34,Iowa,NaN,19,17
35,Louisiana,NaN,48,46
36,Ohio,NaN,99,94
37,Michigan,NaN,135,118
38,South Dakota,NaN,4,5
39,Arkansas,NaN,23,21
40,Delaware,NaN,11,10
41,Mississippi,NaN,26,25
42,New Mexico,NaN,16,15
43,North Dakota,NaN,4,4
44,Wyoming,NaN,5,5
45,Alaska,NaN,3,2
46,Maine,NaN,9,7
47,Alabama,NaN,50,44
48,Idaho,NaN,13,12
49,Montana,NaN,14,12
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,24,23
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
