,State,417,423,430
0,Washington,5123,79,74
1,Illinois,23207,184,207
2,California,56573,1904,1808
3,Arizona,16553,165,119
4,Massachusetts,16645,185,154
5,Wisconsin,7176,72,72
6,Texas,46423,914,846
7,Nebraska,2127,27,41
8,Utah,2027,25,27
9,Oregon,2322,36,36
10,Florida,32255,486,433
11,New York,48953,502,444
12,Rhode Island,2567,27,25
13,Georgia,18215,293,262
14,New Hampshire,1199,21,19
15,North Carolina,11691,170,160
16,New Jersey,23903,284,269
17,Colorado,6038,66,63
18,Maryland,8048,101,97
19,Nevada,5118,74,72
20,Tennessee,11639,103,108
21,Hawaii,450,8,8
22,Indiana,12856,113,135
23,Kentucky,4982,134,133
24,Minnesota,6814,134,121
25,Oklahoma,4701,123,113
26,Pennsylvania,24510,206,185
27,South Carolina,8875,136,127
28,District of Columbia,1041,11,11
29,Kansas,4778,41,59
30,Missouri,8660,333,314
31,Vermont,214,10,11
32,Virginia,10019,262,210
33,Connecticut,7765,62,60
34,Iowa,5641,82,94
35,Louisiana,9884,100,104
36,Ohio,17870,70,102
37,Michigan,16769,145,149
38,South Dakota,1912,20,29
39,Arkansas,5474,87,78
40,Delaware,1507,31,26
41,Mississippi,6901,88,84
42,New Mexico,3852,49,51
43,North Dakota,1488,12,25
44,Wyoming,691,10,16
45,Alaska,306,10,9
46,Maine,724,21,19
47,Alabama,10327,119,101
48,Idaho,1910,32,37
49,Montana,1392,23,33
50,Puerto Rico,2080,NaN,NaN
51,Virgin Islands,25,NaN,NaN
52,Guam,133,NaN,NaN
53,West Virginia,2530,83,75
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
