,State,634,640,647
0,Washington,NaN,191,172
1,Illinois,NaN,241,262
2,California,NaN,626,610
3,Arizona,NaN,197,188
4,Massachusetts,NaN,82,80
5,Wisconsin,NaN,186,177
6,Texas,NaN,1551,1434
7,Nebraska,NaN,19,39
8,Utah,NaN,49,50
9,Oregon,NaN,140,124
10,Florida,NaN,71,149
11,New York,NaN,295,302
12,Rhode Island,NaN,15,18
13,Georgia,NaN,554,528
14,New Hampshire,NaN,27,30
15,North Carolina,NaN,334,317
16,New Jersey,NaN,125,124
17,Colorado,NaN,142,134
18,Maryland,NaN,110,104
19,Nevada,NaN,109,98
20,Tennessee,NaN,275,267
21,Hawaii,NaN,20,18
22,Indiana,NaN,235,234
23,Kentucky,NaN,229,224
24,Minnesota,NaN,151,149
25,Oklahoma,NaN,197,193
26,Pennsylvania,NaN,417,386
27,South Carolina,NaN,280,264
28,District of Columbia,NaN,3,4
29,Kansas,NaN,68,71
30,Missouri,NaN,155,161
31,Vermont,NaN,12,12
32,Virginia,NaN,278,256
33,Connecticut,NaN,44,42
34,Iowa,NaN,104,107
35,Louisiana,NaN,162,159
36,Ohio,NaN,442,414
37,Michigan,NaN,333,322
38,South Dakota,NaN,24,30
39,Arkansas,NaN,212,174
40,Delaware,NaN,34,34
41,Mississippi,NaN,133,133
42,New Mexico,NaN,78,80
43,North Dakota,NaN,33,33
44,Wyoming,NaN,31,29
45,Alaska,NaN,31,35
46,Maine,NaN,31,30
47,Alabama,NaN,252,236
48,Idaho,NaN,118,106
49,Montana,NaN,63,70
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,141,122
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
