,State,648,654,661
0,Washington,NaN,160,152
1,Illinois,NaN,209,213
2,California,NaN,562,535
3,Arizona,NaN,241,210
4,Massachusetts,NaN,86,85
5,Wisconsin,NaN,185,182
6,Texas,NaN,725,677
7,Nebraska,NaN,30,41
8,Utah,NaN,54,57
9,Oregon,NaN,91,84
10,Florida,NaN,87,134
11,New York,NaN,281,286
12,Rhode Island,NaN,17,17
13,Georgia,NaN,378,329
14,New Hampshire,NaN,9,13
15,North Carolina,NaN,256,242
16,New Jersey,NaN,115,116
17,Colorado,NaN,186,180
18,Maryland,NaN,85,79
19,Nevada,NaN,77,70
20,Tennessee,NaN,190,180
21,Hawaii,NaN,16,15
22,Indiana,NaN,200,203
23,Kentucky,NaN,184,169
24,Minnesota,NaN,167,170
25,Oklahoma,NaN,155,150
26,Pennsylvania,NaN,376,337
27,South Carolina,NaN,193,179
28,District of Columbia,NaN,5,5
29,Kansas,NaN,118,114
30,Missouri,NaN,112,114
31,Vermont,NaN,15,14
32,Virginia,NaN,194,186
33,Connecticut,NaN,31,31
34,Iowa,NaN,117,119
35,Louisiana,NaN,87,84
36,Ohio,NaN,406,373
37,Michigan,NaN,362,353
38,South Dakota,NaN,30,33
39,Arkansas,NaN,82,81
40,Delaware,NaN,23,21
41,Mississippi,NaN,92,96
42,New Mexico,NaN,81,83
43,North Dakota,NaN,40,40
44,Wyoming,NaN,37,36
45,Alaska,NaN,36,37
46,Maine,NaN,42,43
47,Alabama,NaN,194,188
48,Idaho,NaN,90,83
49,Montana,NaN,91,87
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,115,107
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
