,State,578,584,591
0,Washington,NaN,139,164
1,Illinois,NaN,175,220
2,California,NaN,522,592
3,Arizona,NaN,114,126
4,Massachusetts,NaN,40,47
5,Wisconsin,NaN,62,80
6,Texas,NaN,972,1098
7,Nebraska,NaN,2,3
8,Utah,NaN,36,50
9,Oregon,NaN,89,108
10,Florida,NaN,28,68
11,New York,NaN,195,245
12,Rhode Island,NaN,7,11
13,Georgia,NaN,339,458
14,New Hampshire,NaN,7,12
15,North Carolina,NaN,266,323
16,New Jersey,NaN,76,91
17,Colorado,NaN,49,64
18,Maryland,NaN,53,59
19,Nevada,NaN,113,111
20,Tennessee,NaN,237,289
21,Hawaii,NaN,21,25
22,Indiana,NaN,137,179
23,Kentucky,NaN,147,184
24,Minnesota,NaN,56,68
25,Oklahoma,NaN,110,148
26,Pennsylvania,NaN,127,146
27,South Carolina,NaN,216,266
28,District of Columbia,NaN,4,7
29,Kansas,NaN,88,87
30,Missouri,NaN,159,166
31,Vermont,NaN,5,7
32,Virginia,NaN,85,119
33,Connecticut,NaN,30,34
34,Iowa,NaN,33,45
35,Louisiana,NaN,391,407
36,Ohio,NaN,138,186
37,Michigan,NaN,126,147
38,South Dakota,NaN,10,14
39,Arkansas,NaN,162,164
40,Delaware,NaN,19,22
41,Mississippi,NaN,247,270
42,New Mexico,NaN,42,51
43,North Dakota,NaN,11,13
44,Wyoming,NaN,18,17
45,Alaska,NaN,14,18
46,Maine,NaN,14,15
47,Alabama,NaN,277,319
48,Idaho,NaN,32,38
49,Montana,NaN,22,27
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,43,48
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
