,State,564,570,577
0,Washington,6168,76,101
1,Illinois,25936,84,117
2,California,64784,369,411
3,Arizona,18388,117,117
4,Massachusetts,18095,25,37
5,Wisconsin,8300,33,47
6,Texas,53688,452,570
7,Nebraska,2290,1,2
8,Utah,2494,29,35
9,Oregon,2889,42,56
10,Florida,39695,43,107
11,New York,53744,122,161
12,Rhode Island,2743,4,7
13,Georgia,21802,152,205
14,New Hampshire,1389,5,8
15,North Carolina,13736,122,160
16,New Jersey,26650,51,64
17,Colorado,6978,34,47
18,Maryland,9857,28,36
19,Nevada,6005,82,83
20,Tennessee,12820,114,143
21,Hawaii,542,10,14
22,Indiana,14054,67,87
23,Kentucky,7372,70,90
24,Minnesota,7787,30,38
25,Oklahoma,7531,66,89
26,Pennsylvania,27900,60,80
27,South Carolina,9950,74,105
28,District of Columbia,1149,2,4
29,Kansas,5305,43,55
30,Missouri,10275,144,166
31,Vermont,260,2,4
32,Virginia,11558,49,77
33,Connecticut,8296,18,21
34,Iowa,6193,22,31
35,Louisiana,11210,236,276
36,Ohio,20556,51,83
37,Michigan,21221,47,63
38,South Dakota,2052,4,7
39,Arkansas,6301,155,173
40,Delaware,1835,5,8
41,Mississippi,7621,99,119
42,New Mexico,4425,19,26
43,North Dakota,1573,7,7
44,Wyoming,786,10,11
45,Alaska,398,12,14
46,Maine,901,5,6
47,Alabama,11624,115,139
48,Idaho,2217,23,27
49,Montana,1722,15,16
50,Puerto Rico,2611,NaN,NaN
51,Virgin Islands,40,NaN,NaN
52,Guam,143,NaN,NaN
53,West Virginia,2965,16,20
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
