,State,480,486,493
0,Washington,NaN,69,66
1,Illinois,NaN,188,176
2,California,NaN,302,273
3,Arizona,NaN,47,45
4,Massachusetts,NaN,53,44
5,Wisconsin,NaN,53,45
6,Texas,NaN,301,287
7,Nebraska,NaN,37,23
8,Utah,NaN,21,18
9,Oregon,NaN,53,46
10,Florida,NaN,349,303
11,New York,NaN,241,218
12,Rhode Island,NaN,13,11
13,Georgia,NaN,123,110
14,New Hampshire,NaN,18,16
15,North Carolina,NaN,107,98
16,New Jersey,NaN,85,67
17,Colorado,NaN,85,77
18,Maryland,NaN,50,43
19,Nevada,NaN,33,32
20,Tennessee,NaN,60,64
21,Hawaii,NaN,6,7
22,Indiana,NaN,68,66
23,Kentucky,NaN,53,47
24,Minnesota,NaN,61,54
25,Oklahoma,NaN,39,42
26,Pennsylvania,NaN,181,155
27,South Carolina,NaN,66,69
28,District of Columbia,NaN,6,4
29,Kansas,NaN,20,20
30,Missouri,NaN,48,48
31,Vermont,NaN,5,4
32,Virginia,NaN,76,68
33,Connecticut,NaN,29,24
34,Iowa,NaN,22,22
35,Louisiana,NaN,47,43
36,Ohio,NaN,99,91
37,Michigan,NaN,316,260
38,South Dakota,NaN,9,9
39,Arkansas,NaN,27,24
40,Delaware,NaN,13,12
41,Mississippi,NaN,34,33
42,New Mexico,NaN,19,21
43,North Dakota,NaN,8,7
44,Wyoming,NaN,5,5
45,Alaska,NaN,6,5
46,Maine,NaN,11,12
47,Alabama,NaN,82,78
48,Idaho,NaN,10,10
49,Montana,NaN,9,9
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,28,26
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
