,State,466,472,479
0,Washington,5499,71,72
1,Illinois,24358,183,180
2,California,61939,394,368
3,Arizona,17344,71,66
4,Massachusetts,17621,70,61
5,Wisconsin,7567,61,55
6,Texas,50290,354,349
7,Nebraska,2245,12,12
8,Utah,2204,14,13
9,Oregon,2501,29,30
10,Florida,35268,423,388
11,New York,52358,321,286
12,Rhode Island,2671,15,13
13,Georgia,20212,195,174
14,New Hampshire,1305,14,13
15,North Carolina,12651,125,115
16,New Jersey,25600,117,96
17,Colorado,6304,67,57
18,Maryland,8776,83,73
19,Nevada,5464,42,39
20,Tennessee,12197,79,92
21,Hawaii,483,6,7
22,Indiana,13349,73,68
23,Kentucky,6517,63,59
24,Minnesota,7253,78,65
25,Oklahoma,6788,58,52
26,Pennsylvania,26237,218,186
27,South Carolina,9520,94,93
28,District of Columbia,1106,5,5
29,Kansas,4983,21,19
30,Missouri,9148,69,63
31,Vermont,247,4,3
32,Virginia,10791,86,80
33,Connecticut,8097,52,49
34,Iowa,5959,26,24
35,Louisiana,10382,48,47
36,Ohio,19284,99,100
37,Michigan,18893,364,293
38,South Dakota,1967,10,8
39,Arkansas,5743,23,22
40,Delaware,1626,14,14
41,Mississippi,7199,35,36
42,New Mexico,4067,31,29
43,North Dakota,1525,8,7
44,Wyoming,707,4,3
45,Alaska,347,10,11
46,Maine,789,15,13
47,Alabama,10913,64,56
48,Idaho,2046,14,13
49,Montana,1574,10,13
50,Puerto Rico,2315,NaN,NaN
51,Virgin Islands,27,NaN,NaN
52,Guam,136,NaN,NaN
53,West Virginia,2686,20,19
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
