,State,319,325,332
0,Washington,2925,242,270
1,Illinois,14116,1170,1230
2,California,19928,1070,1337
3,Arizona,6950,411,469
4,Massachusetts,11004,342,369
5,Wisconsin,3952,539,560
6,Texas,23137,1492,1798
7,Nebraska,1205,248,277
8,Utah,939,108,140
9,Oregon,1033,172,206
10,Florida,19177,818,989
11,New York,34958,616,793
12,Rhode Island,1413,75,83
13,Georgia,9806,485,606
14,New Hampshire,564,44,55
15,North Carolina,5543,414,513
16,New Jersey,17321,436,503
17,Colorado,3356,453,510
18,Maryland,4846,270,293
19,Nevada,2315,198,209
20,Tennessee,4943,471,579
21,Hawaii,262,17,19
22,Indiana,6242,655,762
23,Kentucky,2072,320,444
24,Minnesota,4043,524,561
25,Oklahoma,1896,260,315
26,Pennsylvania,11255,1015,1055
27,South Carolina,4566,236,303
28,District of Columbia,697,21,23
29,Kansas,1786,263,309
30,Missouri,4284,475,545
31,Vermont,79,14,17
32,Virginia,4200,212,285
33,Connecticut,5146,207,224
34,Iowa,2717,324,356
35,Louisiana,6584,211,261
36,Ohio,6959,760,915
37,Michigan,10321,889,934
38,South Dakota,1110,132,137
39,Arkansas,2660,235,266
40,Delaware,793,32,46
41,Mississippi,3961,222,260
42,New Mexico,1749,232,250
43,North Dakota,1019,86,85
44,Wyoming,266,59,65
45,Alaska,143,39,55
46,Maine,227,41,48
47,Alabama,3889,362,403
48,Idaho,1035,155,171
49,Montana,736,105,134
50,Puerto Rico,1192,NaN,NaN
51,Virgin Islands,23,NaN,NaN
52,Guam,113,NaN,NaN
53,West Virginia,838,139,170
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
