,State,697,703,710
0,Washington,NaN,119,109
1,Illinois,NaN,400,431
2,California,NaN,472,507
3,Arizona,NaN,407,380
4,Massachusetts,NaN,214,225
5,Wisconsin,NaN,289,279
6,Texas,NaN,472,477
7,Nebraska,NaN,18,28
8,Utah,NaN,43,42
9,Oregon,NaN,115,104
10,Florida,NaN,61,128
11,New York,NaN,567,662
12,Rhode Island,NaN,32,34
13,Georgia,NaN,163,168
14,New Hampshire,NaN,62,65
15,North Carolina,NaN,187,193
16,New Jersey,NaN,191,212
17,Colorado,NaN,190,172
18,Maryland,NaN,0,0
19,Nevada,NaN,79,75
20,Tennessee,NaN,219,208
21,Hawaii,NaN,25,23
22,Indiana,NaN,355,338
23,Kentucky,NaN,204,192
24,Minnesota,NaN,228,216
25,Oklahoma,NaN,26,41
26,Pennsylvania,NaN,728,662
27,South Carolina,NaN,89,92
28,District of Columbia,NaN,8,9
29,Kansas,NaN,42,60
30,Missouri,NaN,189,195
31,Vermont,NaN,27,26
32,Virginia,NaN,183,182
33,Connecticut,NaN,61,73
34,Iowa,NaN,110,102
35,Louisiana,NaN,52,58
36,Ohio,NaN,636,641
37,Michigan,NaN,736,676
38,South Dakota,NaN,32,31
39,Arkansas,NaN,79,72
40,Delaware,NaN,30,31
41,Mississippi,NaN,42,45
42,New Mexico,NaN,97,93
43,North Dakota,NaN,27,27
44,Wyoming,NaN,18,17
45,Alaska,NaN,30,19
46,Maine,NaN,77,77
47,Alabama,NaN,80,81
48,Idaho,NaN,36,34
49,Montana,NaN,36,33
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,94,87
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
