,State,438,444,451
0,Washington,5278,58,63
1,Illinois,23654,168,182
2,California,59711,661,579
3,Arizona,16990,74,74
4,Massachusetts,17281,156,143
5,Wisconsin,7340,54,54
6,Texas,48697,575,560
7,Nebraska,2181,26,31
8,Utah,2132,16,17
9,Oregon,2392,24,28
10,Florida,33674,471,471
11,New York,50633,544,535
12,Rhode Island,2630,12,13
13,Georgia,19212,225,214
14,New Hampshire,1249,12,12
15,North Carolina,12136,111,116
16,New Jersey,24637,251,256
17,Colorado,6126,54,60
18,Maryland,8350,84,84
19,Nevada,5274,36,36
20,Tennessee,11915,91,93
21,Hawaii,467,7,8
22,Indiana,13074,73,73
23,Kentucky,6149,97,89
24,Minnesota,6953,68,72
25,Oklahoma,4953,80,78
26,Pennsylvania,25173,201,203
27,South Carolina,9196,101,103
28,District of Columbia,1070,10,9
29,Kansas,4889,32,36
30,Missouri,8866,68,69
31,Vermont,229,7,7
32,Virginia,10329,111,114
33,Connecticut,7904,49,54
34,Iowa,5822,62,62
35,Louisiana,10161,62,63
36,Ohio,18741,75,97
37,Michigan,17259,290,325
38,South Dakota,1938,11,12
39,Arkansas,5643,38,36
40,Delaware,1566,20,22
41,Mississippi,7055,50,53
42,New Mexico,3949,37,38
43,North Dakota,1498,5,5
44,Wyoming,700,4,5
45,Alaska,313,4,6
46,Maine,745,11,11
47,Alabama,10637,83,82
48,Idaho,1966,15,16
49,Montana,1466,19,21
50,Puerto Rico,2131,NaN,NaN
51,Virgin Islands,26,NaN,NaN
52,Guam,136,NaN,NaN
53,West Virginia,2695,44,42
54,Northern Mariana Islands,2,NaN,NaN
55,American Samoa,0,NaN,NaN
