,State,669,675,682
0,Washington,NaN,156,166
1,Illinois,NaN,234,300
2,California,NaN,556,597
3,Arizona,NaN,270,277
4,Massachusetts,NaN,125,150
5,Wisconsin,NaN,192,232
6,Texas,NaN,540,540
7,Nebraska,NaN,29,45
8,Utah,NaN,64,78
9,Oregon,NaN,126,117
10,Florida,NaN,35,81
11,New York,NaN,344,417
12,Rhode Island,NaN,26,34
13,Georgia,NaN,223,219
14,New Hampshire,NaN,49,56
15,North Carolina,NaN,178,191
16,New Jersey,NaN,111,129
17,Colorado,NaN,240,252
18,Maryland,NaN,85,85
19,Nevada,NaN,89,88
20,Tennessee,NaN,173,181
21,Hawaii,NaN,18,17
22,Indiana,NaN,192,210
23,Kentucky,NaN,266,256
24,Minnesota,NaN,222,259
25,Oklahoma,NaN,35,69
26,Pennsylvania,NaN,521,553
27,South Carolina,NaN,108,103
28,District of Columbia,NaN,3,4
29,Kansas,NaN,64,75
30,Missouri,NaN,217,259
31,Vermont,NaN,18,22
32,Virginia,NaN,149,158
33,Connecticut,NaN,52,60
34,Iowa,NaN,104,116
35,Louisiana,NaN,72,72
36,Ohio,NaN,340,410
37,Michigan,NaN,634,714
38,South Dakota,NaN,31,35
39,Arkansas,NaN,65,66
40,Delaware,NaN,21,26
41,Mississippi,NaN,54,57
42,New Mexico,NaN,109,122
43,North Dakota,NaN,34,39
44,Wyoming,NaN,34,32
45,Alaska,NaN,31,34
46,Maine,NaN,52,58
47,Alabama,NaN,82,81
48,Idaho,NaN,68,65
49,Montana,NaN,70,70
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,100,101
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
