,State,606,612,619
0,Washington,NaN,286,274
1,Illinois,NaN,337,375
2,California,NaN,924,974
3,Arizona,NaN,281,274
4,Massachusetts,NaN,118,126
5,Wisconsin,NaN,150,174
6,Texas,NaN,1899,1887
7,Nebraska,NaN,1,6
8,Utah,NaN,46,54
9,Oregon,NaN,157,159
10,Florida,NaN,151,367
11,New York,NaN,298,323
12,Rhode Island,NaN,25,25
13,Georgia,NaN,752,740
14,New Hampshire,NaN,28,31
15,North Carolina,NaN,582,611
16,New Jersey,NaN,148,160
17,Colorado,NaN,122,136
18,Maryland,NaN,110,116
19,Nevada,NaN,155,161
20,Tennessee,NaN,569,611
21,Hawaii,NaN,46,42
22,Indiana,NaN,319,341
23,Kentucky,NaN,312,339
24,Minnesota,NaN,140,157
25,Oklahoma,NaN,259,278
26,Pennsylvania,NaN,325,342
27,South Carolina,NaN,489,509
28,District of Columbia,NaN,15,19
29,Kansas,NaN,110,123
30,Missouri,NaN,200,220
31,Vermont,NaN,16,18
32,Virginia,NaN,247,272
33,Connecticut,NaN,47,51
34,Iowa,NaN,101,126
35,Louisiana,NaN,295,282
36,Ohio,NaN,445,520
37,Michigan,NaN,248,293
38,South Dakota,NaN,28,39
39,Arkansas,NaN,192,188
40,Delaware,NaN,22,26
41,Mississippi,NaN,314,310
42,New Mexico,NaN,76,77
43,North Dakota,NaN,26,32
44,Wyoming,NaN,36,41
45,Alaska,NaN,24,38
46,Maine,NaN,34,39
47,Alabama,NaN,471,459
48,Idaho,NaN,140,132
49,Montana,NaN,67,78
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,179,191
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
