,State,169,178,185,192,199,206,213,220
0,Washington,38581,3551,3025,2582,2135,1780,1456,541
1,Illinois,151572,5747,4764,3892,3144,2570,2059,755
2,California,302484,60587,54827,49450,43309,37312,31364,11537
3,Arizona,112671,24377,22687,20134,17694,15388,13079,4912
4,Massachusetts,106201,1059,847,681,543,428,336,121
5,Wisconsin,33908,3485,3002,2574,2177,1797,1475,550
6,Texas,236541,66950,64384,60970,56122,49576,42576,16073
7,Nebraska,20623,870,721,591,481,387,314,116
8,Utah,27356,4136,3694,3283,2784,2349,1922,720
9,Oregon,11188,1414,1245,1071,921,764,625,227
10,Florida,232718,76846,76182,73594,66550,59304,51760,20115
11,New York,399513,3190,2531,2010,1598,1275,1030,376
12,Rhode Island,17243,228,183,147,117,93,73,27
13,Georgia,106727,23230,21478,19503,17038,14817,12542,4812
14,New Hampshire,5973,105,86,69,56,44,35,13
15,North Carolina,82222,9055,7793,6724,5618,4694,3902,1451
16,New Jersey,174270,1395,1131,910,729,582,458,166
17,Colorado,35507,1891,1590,1320,1068,872,722,267
18,Maryland,71447,2167,1730,1406,1147,914,729,271
19,Nevada,24904,3811,3185,2606,2066,1648,1275,443
20,Tennessee,57591,16179,15895,14586,13276,11729,10170,3945
21,Hawaii,1130,153,136,120,103,86,72,27
22,Indiana,49575,2322,1916,1568,1276,1047,860,317
23,Kentucky,18245,2275,2024,1736,1478,1247,1032,383
24,Minnesota,40163,2497,2085,1717,1406,1139,936,340
25,Oklahoma,18497,4780,4654,4333,3913,3482,2964,1119
26,Pennsylvania,97542,4096,3426,2841,2291,1869,1508,561
27,South Carolina,50691,10148,9358,8485,7297,6164,5160,1917
28,District of Columbia,10679,227,186,149,118,95,75,27
29,Kansas,17785,2282,2039,1787,1538,1318,1097,408
30,Missouri,26410,3643,3254,2809,2401,1971,1633,618
31,Vermont,1272,19,15,12,9,7,5,1
32,Virginia,67988,3486,2889,2361,1913,1544,1253,456
33,Connecticut,47209,412,327,259,205,160,127,45
34,Iowa,33254,2582,2204,1846,1532,1257,1020,373
35,Louisiana,71994,11521,10408,9162,7818,6710,5626,2118
36,Ohio,61331,6771,5972,5130,4325,3555,2883,1062
37,Michigan,75063,2806,2312,1873,1500,1195,983,365
38,South Dakota,7336,300,248,200,161,129,104,38
39,Arkansas,26052,3651,3287,2889,2472,2076,1733,641
40,Delaware,12531,599,501,420,338,277,225,81
41,Mississippi,33591,4101,3605,3074,2580,2189,1809,678
42,New Mexico,14251,1552,1329,1130,947,782,643,234
43,North Dakota,4071,300,259,217,181,146,118,44
44,Wyoming,1769,194,170,145,123,102,84,30
45,Alaska,1268,215,199,177,151,126,104,39
46,Maine,3486,88,66,49,36,27,19,6
47,Alabama,49174,6903,6107,5268,4465,3782,3090,1145
48,Idaho,9429,3293,3344,3249,3042,2705,2396,914
49,Montana,1466,358,349,330,296,259,221,84
50,Puerto Rico,8862,1200,1063,925,779,656,550,208
51,Virgin Islands,144,35,36,35,31,28,24,9
52,Guam,309,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,3826,943,921,870,782,684,594,227
54,Northern Mariana Islands,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
