,State,467,472,479,486,493
0,Washington,5507,57,57,55,54
1,Illinois,24389,189,182,170,158
2,California,61967,371,313,265,228
3,Arizona,17344,85,80,74,76
4,Massachusetts,17639,65,52,45,40
5,Wisconsin,7567,68,61,56,54
6,Texas,50331,328,294,256,228
7,Nebraska,2245,12,10,8,7
8,Utah,2204,16,15,13,13
9,Oregon,2502,22,24,28,24
10,Florida,35307,401,376,330,294
11,New York,52423,331,256,195,153
12,Rhode Island,2678,10,11,10,9
13,Georgia,20227,214,198,177,158
14,New Hampshire,1305,15,14,13,10
15,North Carolina,12691,128,114,104,97
16,New Jersey,25616,181,138,94,63
17,Colorado,6306,55,56,55,54
18,Maryland,8788,94,82,69,59
19,Nevada,5473,48,49,46,44
20,Tennessee,12205,66,63,57,50
21,Hawaii,484,5,4,4,5
22,Indiana,13350,64,63,56,56
23,Kentucky,6525,70,70,70,63
24,Minnesota,7256,80,75,69,62
25,Oklahoma,6788,43,37,29,22
26,Pennsylvania,26249,253,216,177,148
27,South Carolina,9524,74,68,63,59
28,District of Columbia,1106,5,6,5,3
29,Kansas,4986,20,21,19,17
30,Missouri,9150,67,63,58,55
31,Vermont,248,3,2,2,2
32,Virginia,10807,96,80,69,58
33,Connecticut,8112,39,35,31,27
34,Iowa,5959,28,25,22,20
35,Louisiana,10393,49,48,45,41
36,Ohio,19284,52,49,44,41
37,Michigan,18922,379,301,260,230
38,South Dakota,1970,7,6,5,5
39,Arkansas,5747,22,21,20,17
40,Delaware,1626,12,11,7,7
41,Mississippi,7207,23,21,21,19
42,New Mexico,4073,30,28,27,26
43,North Dakota,1525,6,6,5,5
44,Wyoming,707,2,2,3,3
45,Alaska,348,8,7,6,6
46,Maine,790,14,13,10,8
47,Alabama,10913,51,53,51,45
48,Idaho,2052,14,14,13,12
49,Montana,1574,13,12,10,10
50,Puerto Rico,2323,56,52,48,44
51,Virgin Islands,27,0,0,0,0
52,Guam,136,0,0,1,1
53,West Virginia,2686,28,23,20,20
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
