,State,404,409,416,423,430,437,444
0,Washington,340708,6000,5191,4477,3843,3285,2788
1,Illinois,1187757,8239,6461,5028,3884,2980,2268
2,California,3573549,8830,4256,1969,879,383,163
3,Arizona,817821,4602,2580,1377,701,342,161
4,Massachusetts,582543,5813,3863,2484,1550,936,552
5,Wisconsin,617700,3829,3091,2483,1984,1576,1243
6,Texas,2660791,63243,53781,45121,37374,30607,24784
7,Nebraska,200946,1470,1211,995,812,661,534
8,Utah,371492,3291,2520,1922,1459,1105,832
9,Oregon,155787,2237,1865,1543,1265,1030,831
10,Florida,1910921,33601,27437,22107,17601,13855,10788
11,New York,1650303,27547,19691,13596,9075,5860,3668
12,Rhode Island,126588,1361,1019,751,543,385,269
13,Georgia,1008660,8969,5488,3180,1750,917,459
14,New Hampshire,75588,779,505,316,190,111,62
15,North Carolina,862170,10487,6786,4178,2451,1370,733
16,New Jersey,792496,16922,14430,12190,10210,8485,6998
17,Colorado,429839,6291,5748,5259,4814,4402,4019
18,Maryland,382702,4385,3364,2535,1879,1374,994
19,Nevada,293980,1896,1355,953,662,452,307
20,Tennessee,775693,2038,1104,572,284,136,62
21,Hawaii,27785,185,142,106,77,53,36
22,Indiana,662213,5198,3999,3064,2331,1761,1323
23,Kentucky,405126,4458,3259,2355,1685,1194,839
24,Minnesota,485230,1551,1188,908,696,532,407
25,Oklahoma,424888,5941,4590,3490,2605,1916,1388
26,Pennsylvania,935822,7798,5314,3524,2272,1427,872
27,South Carolina,517976,9974,7665,5762,4235,3040,2127
28,District of Columbia,40684,611,490,387,300,231,174
29,Kansas,296644,604,290,136,63,28,13
30,Missouri,495439,4330,3556,2905,2365,1914,1544
31,Vermont,15284,738,667,564,458,366,288
32,Virginia,577174,7496,4696,2772,1546,818,411
33,Connecticut,282626,2729,1732,1053,617,349,193
34,Iowa,364136,10604,8418,5978,3833,2245,1218
35,Louisiana,430504,3185,2059,1277,759,433,238
36,Ohio,968874,9448,7232,5484,4122,3072,2270
37,Michigan,647415,1103,641,368,208,116,64
38,South Dakota,112470,559,436,332,245,176,122
39,Arkansas,322509,3436,2591,1936,1437,1058,774
40,Delaware,87080,1146,867,647,476,347,249
41,Mississippi,294994,2437,1650,1077,678,412,242
42,New Mexico,185297,2115,1766,1469,1217,1003,822
43,North Dakota,99852,93,67,47,34,24,17
44,Wyoming,54471,360,250,166,104,61,35
45,Alaska,58647,385,241,149,90,53,32
46,Maine,44763,304,164,84,42,20,10
47,Alabama,493769,2771,1670,965,532,282,143
48,Idaho,171462,880,636,451,313,215,144
49,Montana,100003,1062,910,774,651,541,443
50,Puerto Rico,100584,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,2646,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,7737,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,132048,875,525,302,166,88,44
54,Northern Mariana Islands,143,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
