,State,187,192,199,206,213,220,227,234
0,Washington,53321,5324,5334,5329,5313,5282,5238,5183
1,Illinois,173894,524,301,169,94,51,28,14
2,California,458121,69764,72733,75059,76664,77494,77522,76755
3,Arizona,163827,20240,18700,17001,15170,13348,11578,9927
4,Massachusetts,110422,131,70,37,19,10,5,2
5,Wisconsin,49417,4189,3364,2650,2050,1560,1166,860
6,Texas,400336,73768,77637,80795,83110,84483,84855,84214
7,Nebraska,24899,643,400,243,146,87,50,29
8,Utah,38409,5003,5276,5519,5731,5900,6024,6100
9,Oregon,17088,2214,2285,2355,2421,2484,2543,2598
10,Florida,432747,73038,70911,68058,64563,60575,56279,51794
11,New York,412344,334,165,80,39,19,8,5
12,Rhode Island,18515,35,19,10,6,3,1,1
13,Georgia,170843,23314,22607,21794,20867,19831,18720,17552
14,New Hampshire,6441,41,26,17,11,7,4,2
15,North Carolina,117767,15696,16996,18231,19365,20358,21180,21798
16,New Jersey,179812,138,70,36,17,9,5,2
17,Colorado,44547,1876,1231,793,501,313,191,116
18,Maryland,84876,3304,2124,1331,819,495,294,173
19,Nevada,43831,7136,7154,7113,7013,6859,6657,6411
20,Tennessee,96489,15127,15429,15595,15623,15513,15269,14898
21,Hawaii,1711,39,25,15,9,6,4,2
22,Indiana,62907,3301,2350,1639,1123,758,502,328
23,Kentucky,27586,3554,3250,2937,2624,2320,2029,1757
24,Minnesota,51803,2093,1326,822,500,299,175,102
25,Oklahoma,32685,4375,4359,4325,4277,4211,4132,4038
26,Pennsylvania,112995,872,533,321,190,110,63,36
27,South Carolina,82417,13448,13754,13920,13939,13806,13529,13125
28,District of Columbia,11858,213,126,74,43,24,13,8
29,Kansas,25804,1230,820,536,345,218,135,83
30,Missouri,43489,6517,6554,6550,6530,6488,6419,6326
31,Vermont,1402,7,4,3,2,1,1,0
32,Virginia,86072,4323,2978,2008,1329,864,553,349
33,Connecticut,48983,55,29,16,9,4,2,2
34,Iowa,42696,1621,1044,660,409,249,149,88
35,Louisiana,109917,11067,9892,8786,7756,6812,5954,5184
36,Ohio,85177,6203,5008,3973,3103,2388,1813,1356
37,Michigan,87173,2120,1363,857,533,327,198,118
38,South Dakota,8444,277,229,186,149,119,93,73
39,Arkansas,39447,5274,5457,5578,5633,5621,5542,5402
40,Delaware,14406,232,137,78,45,25,14,7
41,Mississippi,52781,6798,6920,6999,7013,6960,6845,6665
42,New Mexico,19502,1270,1001,774,587,439,323,234
43,North Dakota,5986,394,257,164,103,64,39,23
44,Wyoming,2520,220,204,187,170,153,138,124
45,Alaska,2623,462,486,510,532,554,573,592
46,Maine,3832,89,70,53,40,30,21,16
47,Alabama,81115,15062,16165,17102,17821,18282,18460,18345
48,Idaho,18692,2862,2582,2320,2072,1845,1632,1439
49,Montana,3380,461,402,349,299,256,217,182
50,Puerto Rico,15431,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,364,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,349,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,5999,736,681,629,576,527,480,434
54,Northern Mariana Islands,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
