,State,418,423,430,437,444
0,Washington,350506,4482,4280,4341,3273
1,Illinois,1210032,11265,11093,11987,10892
2,California,3626027,20194,17127,15410,15244
3,Arizona,833381,6079,5823,5309,4458
4,Massachusetts,603464,10692,9568,8921,6745
5,Wisconsin,625690,3649,3593,3886,3704
6,Texas,2731814,29636,31076,33314,23837
7,Nebraska,204753,1636,1664,1896,1747
8,Utah,378600,3157,2707,2915,2011
9,Oregon,159790,2151,1834,1881,2055
10,Florida,1979634,30093,28650,26250,19945
11,New York,1748482,46075,44372,37734,27890
12,Rhode Island,131487,2369,2470,2118,1799
13,Georgia,1034763,10507,9737,7857,7153
14,New Hampshire,78813,1795,1564,1378,873
15,North Carolina,886218,10371,9182,7386,5232
16,New Jersey,840685,24518,24762,22975,18730
17,Colorado,444390,7959,8506,8443,7548
18,Maryland,394058,6217,6058,6446,5120
19,Nevada,299471,2827,2688,3031,2528
20,Tennessee,792795,8088,8783,6034,5671
21,Hawaii,28598,451,524,512,430
22,Indiana,672967,5304,4669,5418,4270
23,Kentucky,416610,4760,4201,4067,3120
24,Minnesota,498218,7304,7947,8386,7295
25,Oklahoma,432793,3426,2948,3001,2378
26,Pennsylvania,970281,16825,16881,17208,13089
27,South Carolina,534188,7219,5809,5189,3202
28,District of Columbia,42623,976,936,733,624
29,Kansas,300434,1791,1359,1370,1325
30,Missouri,571405,3628,3349,3859,3446
31,Vermont,16992,828,777,807,646
32,Virginia,595865,7849,6523,5950,4763
33,Connecticut,293102,5076,4841,4440,3450
34,Iowa,343303,2902,2937,2981,3687
35,Louisiana,437565,3595,3369,3610,2514
36,Ohio,990340,10605,10368,11883,11515
37,Michigan,673916,14517,16336,15325,14879
38,South Dakota,114649,1109,1257,1272,1209
39,Arkansas,327060,2394,2694,2039,1555
40,Delaware,90614,1764,1794,1799,1459
41,Mississippi,300881,3061,2832,3485,2322
42,New Mexico,188488,1368,1281,1284,1064
43,North Dakota,101001,595,633,831,725
44,Wyoming,55327,398,389,324,276
45,Alaska,60591,877,892,915,866
46,Maine,47206,1228,1295,1110,991
47,Alabama,508229,3965,4182,3657,3033
48,Idaho,175657,2141,2234,2337,2151
49,Montana,101933,816,751,823,644
50,Puerto Rico,103211,NaN,NaN,NaN,NaN
51,Virgin Islands,2767,NaN,NaN,NaN,NaN
52,Guam,7773,NaN,NaN,NaN,NaN
53,West Virginia,135678,1913,1673,1564,1358
54,Northern Mariana Islands,154,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
