,Region,600,605,612,619,626
0,Belgium,,55,57,56,55
1,Bulgaria,,393,385,364,345
2,Czechia,,7,6,6,7
3,Denmark,,22,23,23,22
4,Germany,,378,471,544,597
5,Estonia,,13,13,13,12
6,Ireland,,46,49,48,47
7,Greece,,286,272,244,225
8,Spain,,386,291,244,200
9,France,,514,489,467,449
10,Croatia,,77,83,84,81
11,Italy,,426,421,411,395
12,Cyprus,,13,11,10,9
13,Latvia,,29,32,33,33
14,Lithuania,,77,78,78,74
15,Luxembourg,,4,5,5,5
16,Hungary,,26,29,30,29
17,Malta,,4,4,3,3
18,Netherlands,,32,31,30,30
19,Austria,,53,57,58,56
20,Poland,,56,60,63,63
21,Portugal,,65,62,59,58
22,Romania,,321,336,354,333
23,Slovenia,,19,22,24,23
24,Slovakia,,11,14,15,15
25,Finland,,14,16,18,20
26,Sweden,,12,11,13,12
27,United Kingdom,,1050,1076,1069,1028
28,Iceland,,0,0,0,0
29,Liechtenstein,,1,2,2,1
30,Norway,,6,6,7,6
31,Switzerland,,29,26,23,22
