,Region,572,577,584,591,598
0,Belgium,,25,27,27,26
1,Bulgaria,,91,93,92,88
2,Czechia,,8,8,8,8
3,Denmark,,10,11,10,10
4,Germany,,117,163,193,210
5,Estonia,,2,2,2,2
6,Ireland,,20,21,21,21
7,Greece,,178,200,210,215
8,Spain,,470,481,474,461
9,France,,471,503,503,494
10,Croatia,,12,13,13,13
11,Italy,,252,266,263,256
12,Cyprus,,15,13,12,11
13,Latvia,,1,1,1,1
14,Lithuania,,28,30,30,29
15,Luxembourg,,4,4,4,4
16,Hungary,,3,3,3,3
17,Malta,,4,4,3,3
18,Netherlands,,50,50,51,51
19,Austria,,7,7,7,7
20,Poland,,17,17,17,17
21,Portugal,,82,78,78,78
22,Romania,,31,31,31,31
23,Slovenia,,1,1,1,1
24,Slovakia,,4,4,4,4
25,Finland,,28,38,45,50
26,Sweden,,5,7,7,8
27,United Kingdom,,659,662,656,646
28,Iceland,,1,2,2,3
29,Liechtenstein,,0,0,0,1
30,Norway,,5,6,5,5
31,Switzerland,,18,19,19,18
