,Region,642,647,654,661,668
0,Belgium,,101,106,103,100
1,Bulgaria,,782,769,745,689
2,Czechia,,82,87,90,88
3,Denmark,,15,16,15,14
4,Germany,,534,599,637,652
5,Estonia,,34,35,34,31
6,Ireland,,69,73,73,72
7,Greece,,262,267,261,254
8,Spain,,127,116,104,106
9,France,,165,177,166,170
10,Croatia,,138,139,135,129
11,Italy,,273,269,259,253
12,Cyprus,,6,6,5,6
13,Latvia,,155,160,157,147
14,Lithuania,,197,188,179,164
15,Luxembourg,,3,3,3,3
16,Hungary,,134,140,137,131
17,Malta,,0,0,0,0
18,Netherlands,,83,92,96,96
19,Austria,,89,91,88,86
20,Poland,,374,404,410,400
21,Portugal,,37,32,30,28
22,Romania,,2942,2927,2817,2656
23,Slovenia,,47,49,50,48
24,Slovakia,,43,15,2,0
25,Finland,,24,23,23,21
26,Sweden,,35,32,30,26
27,United Kingdom,,952,960,929,904
28,Iceland,,0,0,1,1
29,Liechtenstein,,0,0,0,0
30,Norway,,11,12,12,12
31,Switzerland,,24,22,20,18
