,Region,453,458,465,472,479
0,Belgium,,276,265,258,269
1,Bulgaria,,678,572,488,437
2,Czechia,,504,383,335,315
3,Denmark,,14,19,22,27
4,Germany,,2143,2744,3342,3838
5,Estonia,,53,42,36,31
6,Ireland,,50,46,49,55
7,Greece,,575,567,544,515
8,Spain,,640,656,722,718
9,France,,2399,2505,2638,2768
10,Croatia,,286,306,314,319
11,Italy,,2511,2260,2164,2117
12,Cyprus,,22,27,30,31
13,Latvia,,64,68,71,74
14,Lithuania,,82,90,100,101
15,Luxembourg,,20,17,16,15
16,Hungary,,1571,1334,1172,1041
17,Malta,,8,8,9,9
18,Netherlands,,209,279,352,412
19,Austria,,200,180,165,162
20,Poland,,3602,3142,2657,2401
21,Portugal,,34,48,72,98
22,Romania,,961,847,742,652
23,Slovenia,,38,30,22,20
24,Slovakia,,499,449,410,385
25,Finland,,8,0,0,0
26,Sweden,,231,287,327,345
27,United Kingdom,,113,165,273,424
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,1,1,2
30,Norway,,22,22,21,21
31,Switzerland,,62,66,71,76
