,Region,558,563,570,577,584
0,Belgium,,26,28,30,30
1,Bulgaria,,21,22,23,23
2,Czechia,,24,26,26,26
3,Denmark,,8,9,10,10
4,Germany,,257,292,295,286
5,Estonia,,2,2,2,2
6,Ireland,,12,14,15,15
7,Greece,,110,141,159,170
8,Spain,,349,398,418,421
9,France,,302,342,361,369
10,Croatia,,20,24,25,25
11,Italy,,140,151,155,154
12,Cyprus,,20,20,18,17
13,Latvia,,6,6,6,6
14,Lithuania,,8,9,10,9
15,Luxembourg,,2,3,4,4
16,Hungary,,5,6,5,5
17,Malta,,3,3,2,2
18,Netherlands,,54,67,72,73
19,Austria,,6,6,6,6
20,Poland,,15,14,13,13
21,Portugal,,58,53,52,51
22,Romania,,14,15,16,16
23,Slovenia,,3,3,3,3
24,Slovakia,,11,13,14,14
25,Finland,,16,30,42,51
26,Sweden,,6,7,8,9
27,United Kingdom,,638,688,703,697
28,Iceland,,1,3,4,5
29,Liechtenstein,,0,0,0,0
30,Norway,,0,0,0,0
31,Switzerland,,12,15,15,15
