,Region,439,444,451,458,465
0,Belgium,,290,337,364,378
1,Bulgaria,,895,920,910,898
2,Czechia,,955,863,786,759
3,Denmark,,22,28,38,50
4,Germany,,1193,1354,1446,1748
5,Estonia,,67,61,59,56
6,Ireland,,44,37,43,39
7,Greece,,510,530,533,530
8,Spain,,722,541,442,453
9,France,,1731,1607,1533,1570
10,Croatia,,185,221,246,261
11,Italy,,3166,3223,3236,3259
12,Cyprus,,11,12,13,13
13,Latvia,,47,49,46,55
14,Lithuania,,60,67,78,90
15,Luxembourg,,10,8,6,4
16,Hungary,,1836,1837,1817,1762
17,Malta,,9,8,7,7
18,Netherlands,,159,171,185,215
19,Austria,,234,260,285,300
20,Poland,,3403,3572,3650,3643
21,Portugal,,50,77,107,156
22,Romania,,1048,1080,1084,1089
23,Slovenia,,69,75,89,98
24,Slovakia,,517,517,515,531
25,Finland,,32,36,37,41
26,Sweden,,97,112,107,109
27,United Kingdom,,197,262,463,768
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,1
30,Norway,,17,17,17,18
31,Switzerland,,68,85,108,132
