,Region,551,556,563,570,577
0,Belgium,,13,14,15,15
1,Bulgaria,,19,16,13,12
2,Czechia,,26,30,31,30
3,Denmark,,0,0,0,0
4,Germany,,147,140,127,115
5,Estonia,,0,0,0,0
6,Ireland,,9,10,11,11
7,Greece,,53,56,58,57
8,Spain,,183,243,291,299
9,France,,138,145,147,146
10,Croatia,,6,5,4,3
11,Italy,,71,65,61,57
12,Cyprus,,16,17,17,16
13,Latvia,,5,4,4,3
14,Lithuania,,6,7,6,6
15,Luxembourg,,1,1,1,1
16,Hungary,,4,2,2,1
17,Malta,,2,2,2,2
18,Netherlands,,28,33,35,35
19,Austria,,2,2,2,2
20,Poland,,16,8,5,2
21,Portugal,,108,119,121,118
22,Romania,,0,0,0,0
23,Slovenia,,3,3,3,3
24,Slovakia,,8,7,7,6
25,Finland,,6,8,10,11
26,Sweden,,4,3,3,3
27,United Kingdom,,552,601,611,599
28,Iceland,,0,1,2,2
29,Liechtenstein,,0,0,0,0
30,Norway,,3,3,3,3
31,Switzerland,,2,2,2,2
