,Region,635,640,647,654,661
0,Belgium,,68,65,63,58
1,Bulgaria,,601,569,528,496
2,Czechia,,49,55,55,55
3,Denmark,,9,9,9,8
4,Germany,,460,502,514,509
5,Estonia,,35,35,35,33
6,Ireland,,29,35,35,35
7,Greece,,242,234,233,216
8,Spain,,202,189,181,167
9,France,,168,142,146,133
10,Croatia,,116,114,111,104
11,Italy,,195,171,153,137
12,Cyprus,,5,5,5,5
13,Latvia,,97,99,97,92
14,Lithuania,,206,203,193,183
15,Luxembourg,,3,3,3,3
16,Hungary,,74,70,67,63
17,Malta,,0,0,0,0
18,Netherlands,,44,48,49,48
19,Austria,,70,68,66,60
20,Poland,,287,311,318,310
21,Portugal,,55,57,56,55
22,Romania,,2442,2479,2412,2273
23,Slovenia,,27,25,23,21
24,Slovakia,,99,102,101,97
25,Finland,,22,24,24,24
26,Sweden,,54,55,55,54
27,United Kingdom,,859,856,839,796
28,Iceland,,0,0,0,1
29,Liechtenstein,,2,2,2,2
30,Norway,,13,13,13,12
31,Switzerland,,32,29,26,24
