,Region,614,619,626,633,640
0,Belgium,,56,56,56,53
1,Bulgaria,,432,395,357,321
2,Czechia,,22,24,22,21
3,Denmark,,11,9,8,7
4,Germany,,438,441,421,401
5,Estonia,,18,18,17,16
6,Ireland,,32,32,31,29
7,Greece,,171,140,116,104
8,Spain,,394,353,320,300
9,France,,231,180,144,136
10,Croatia,,93,92,89,83
11,Italy,,349,315,290,262
12,Cyprus,,15,14,13,13
13,Latvia,,49,51,51,49
14,Lithuania,,117,113,106,98
15,Luxembourg,,1,0,1,1
16,Hungary,,28,25,24,22
17,Malta,,3,2,2,1
18,Netherlands,,34,31,28,27
19,Austria,,74,75,72,67
20,Poland,,97,104,106,101
21,Portugal,,40,36,33,30
22,Romania,,892,939,941,907
23,Slovenia,,40,42,40,37
24,Slovakia,,31,38,41,41
25,Finland,,11,12,11,12
26,Sweden,,48,43,36,33
27,United Kingdom,,1019,1035,1017,1009
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,8,8,8,7
31,Switzerland,,38,35,30,26
