,Region,684,689,696,703,710
0,Belgium,,355,386,405,413
1,Bulgaria,,647,564,494,441
2,Czechia,,839,820,774,719
3,Denmark,,79,81,79,77
4,Germany,,2458,2606,2658,2630
5,Estonia,,21,13,9,7
6,Ireland,,43,37,32,32
7,Greece,,625,583,529,481
8,Spain,,204,180,217,218
9,France,,805,948,1032,1074
10,Croatia,,419,381,342,304
11,Italy,,590,629,651,655
12,Cyprus,,10,12,13,13
13,Latvia,,114,98,91,83
14,Lithuania,,133,120,111,105
15,Luxembourg,,14,15,16,16
16,Hungary,,1180,1135,1063,982
17,Malta,,0,0,0,0
18,Netherlands,,415,429,428,416
19,Austria,,427,425,410,387
20,Poland,,2842,2893,2812,2666
21,Portugal,,138,159,171,175
22,Romania,,587,417,322,288
23,Slovenia,,113,105,98,92
24,Slovakia,,556,532,478,416
25,Finland,,56,58,58,57
26,Sweden,,34,39,46,49
27,United Kingdom,,823,833,839,852
28,Iceland,,0,1,1,1
29,Liechtenstein,,2,3,4,4
30,Norway,,50,57,63,66
31,Switzerland,,141,158,165,165
