,Region,544,549,556,563,570
0,Belgium,,10,9,10,10
1,Bulgaria,,17,8,3,2
2,Czechia,,3,3,2,2
3,Denmark,,5,5,6,6
4,Germany,,85,60,47,47
5,Estonia,,1,2,2,2
6,Ireland,,13,14,15,15
7,Greece,,92,119,136,145
8,Spain,,182,383,388,471
9,France,,152,165,182,199
10,Croatia,,9,8,8,8
11,Italy,,74,67,60,57
12,Cyprus,,6,8,9,9
13,Latvia,,6,4,3,3
14,Lithuania,,4,2,2,1
15,Luxembourg,,2,3,4,4
16,Hungary,,10,11,10,10
17,Malta,,0,0,0,1
18,Netherlands,,13,15,16,16
19,Austria,,2,0,0,0
20,Poland,,40,34,31,28
21,Portugal,,58,62,63,64
22,Romania,,0,0,0,0
23,Slovenia,,0,0,0,0
24,Slovakia,,3,1,0,0
25,Finland,,5,7,8,10
26,Sweden,,6,6,6,7
27,United Kingdom,,402,476,515,523
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,0,0,0,0
31,Switzerland,,45,41,29,12
