,Region,628,633,640,647,654
0,Belgium,,65,65,63,61
1,Bulgaria,,575,547,505,460
2,Czechia,,24,23,23,20
3,Denmark,,6,3,2,1
4,Germany,,439,473,488,483
5,Estonia,,32,32,31,29
6,Ireland,,29,30,31,29
7,Greece,,213,207,194,187
8,Spain,,277,249,228,210
9,France,,194,170,145,145
10,Croatia,,97,95,90,85
11,Italy,,253,224,207,193
12,Cyprus,,5,6,5,5
13,Latvia,,63,64,61,57
14,Lithuania,,173,172,164,151
15,Luxembourg,,1,2,2,2
16,Hungary,,73,74,71,67
17,Malta,,0,0,0,0
18,Netherlands,,21,19,17,15
19,Austria,,65,62,59,55
20,Poland,,191,202,201,194
21,Portugal,,45,44,43,41
22,Romania,,2043,2125,2099,1999
23,Slovenia,,325,346,337,316
24,Slovakia,,83,88,86,82
25,Finland,,18,19,19,18
26,Sweden,,33,31,30,27
27,United Kingdom,,782,740,705,662
28,Iceland,,0,0,1,1
29,Liechtenstein,,1,1,1,1
30,Norway,,10,9,8,8
31,Switzerland,,25,19,15,12
