,Region,467,472,479,486,493
0,Belgium,,240,222,195,171
1,Bulgaria,,517,455,405,373
2,Czechia,,339,297,253,227
3,Denmark,,18,17,16,14
4,Germany,,1539,1504,1226,1084
5,Estonia,,25,23,22,20
6,Ireland,,29,29,27,26
7,Greece,,433,382,335,290
8,Spain,,546,513,433,383
9,France,,1714,1602,1309,1120
10,Croatia,,295,270,238,208
11,Italy,,1761,1587,1363,1189
12,Cyprus,,15,15,14,13
13,Latvia,,46,50,52,51
14,Lithuania,,92,84,72,60
15,Luxembourg,,5,5,5,5
16,Hungary,,1057,912,759,653
17,Malta,,3,2,1,0
18,Netherlands,,142,156,154,144
19,Austria,,156,143,129,112
20,Poland,,2378,2080,1788,1593
21,Portugal,,14,13,12,11
22,Romania,,793,694,616,554
23,Slovenia,,50,48,43,41
24,Slovakia,,244,209,182,154
25,Finland,,10,10,12,13
26,Sweden,,140,142,133,122
27,United Kingdom,,60,59,9,0
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,16,17,16,14
31,Switzerland,,61,60,50,47
