,County,593,598,605
0,01001,NaN,323,329
1,01003,NaN,1260,1039
2,01005,NaN,165,168
3,01007,NaN,184,180
4,01009,NaN,329,329
5,01011,NaN,30,30
6,01013,NaN,111,107
7,01015,NaN,963,956
8,01017,NaN,246,232
9,01019,NaN,183,190
10,01021,NaN,262,251
11,01023,NaN,18,17
12,01025,NaN,151,147
13,01027,NaN,114,108
14,01029,NaN,106,108
15,01031,NaN,325,281
16,01033,NaN,278,277
17,01035,NaN,90,90
18,01037,NaN,77,78
19,01039,NaN,197,166
20,01041,NaN,116,114
21,01043,NaN,636,660
22,01045,NaN,386,325
23,01047,NaN,191,190
24,01049,NaN,450,444
25,01051,NaN,484,427
26,01053,NaN,214,192
27,01055,NaN,642,631
28,01057,NaN,72,72
29,01059,NaN,173,168
30,01061,NaN,202,176
31,01063,NaN,27,31
32,01065,NaN,92,94
33,01067,NaN,111,108
34,01069,NaN,641,605
35,01071,NaN,333,347
36,01073,NaN,4435,4325
37,01075,NaN,46,49
38,01077,NaN,460,451
39,01079,NaN,160,162
40,01081,NaN,693,646
41,01083,NaN,638,607
42,01085,NaN,44,44
43,01087,NaN,86,93
44,01089,NaN,2042,1998
45,01091,NaN,102,103
46,01093,NaN,169,160
47,01095,NaN,781,719
48,01097,NaN,2400,2042
49,01099,NaN,186,163
50,01101,NaN,1170,1173
51,01103,NaN,895,879
52,01105,NaN,44,45
53,01107,NaN,110,111
54,01109,NaN,213,213
55,01111,NaN,200,200
56,01113,NaN,186,189
57,01115,NaN,738,744
58,01117,NaN,1407,1391
59,01119,NaN,20,21
60,01121,NaN,648,670
61,01123,NaN,301,284
62,01125,NaN,1122,1154
63,01127,NaN,413,406
64,01129,NaN,99,93
65,01131,NaN,41,40
66,01133,NaN,193,194
67,02013,NaN,9,8
68,02016,NaN,20,20
69,02020,NaN,1367,1343
70,02050,NaN,164,152
71,02060,NaN,0,0
72,02068,NaN,14,14
73,02070,NaN,30,28
74,02090,NaN,372,360
75,02100,NaN,7,6
76,02105,NaN,0,0
77,02110,NaN,174,156
78,02122,NaN,380,328
79,02130,NaN,98,94
80,02150,NaN,67,69
81,02158,NaN,30,27
82,02164,NaN,12,13
83,02170,NaN,461,428
84,02180,NaN,78,41
85,02185,NaN,93,101
86,02188,NaN,53,42
87,02195,NaN,8,9
88,02198,NaN,24,24
89,02220,NaN,26,25
90,02230,NaN,1,1
91,02240,NaN,28,24
92,02261,NaN,1,1
93,02275,NaN,6,6
94,02282,NaN,3,2
95,02290,NaN,18,17
96,04001,NaN,228,214
97,04003,NaN,251,270
98,04005,NaN,280,287
99,04007,NaN,258,265
100,04009,NaN,245,268
101,04011,NaN,37,37
102,04012,NaN,44,45
103,04013,NaN,14160,13013
104,04015,NaN,719,722
105,04017,NaN,312,285
106,04019,NaN,1879,1856
107,04021,NaN,1550,1318
108,04023,NaN,80,78
109,04025,NaN,700,688
110,04027,NaN,443,532
111,05001,NaN,94,84
112,05003,NaN,134,126
113,05005,NaN,85,62
114,05007,NaN,847,654
115,05009,NaN,121,100
116,05011,NaN,49,49
117,05013,NaN,13,13
118,05015,NaN,105,94
119,05017,NaN,40,41
120,05019,NaN,98,78
121,05021,NaN,98,90
122,05023,NaN,119,97
123,05025,NaN,15,13
124,05027,NaN,111,101
125,05029,NaN,86,78
126,05031,NaN,642,579
127,05033,NaN,360,360
128,05035,NaN,223,192
129,05037,NaN,87,82
130,05039,NaN,20,20
131,05041,NaN,42,46
132,05043,NaN,71,68
133,05045,NaN,417,323
134,05047,NaN,108,109
135,05049,NaN,31,30
136,05051,NaN,330,286
137,05053,NaN,81,68
138,05055,NaN,374,312
139,05057,NaN,83,86
140,05059,NaN,131,110
141,05061,NaN,83,76
142,05063,NaN,130,140
143,05065,NaN,31,27
144,05067,NaN,74,73
145,05069,NaN,185,146
146,05071,NaN,168,145
147,05073,NaN,26,26
148,05075,NaN,121,112
149,05077,NaN,26,26
150,05079,NaN,30,27
151,05081,NaN,76,70
152,05083,NaN,132,107
153,05085,NaN,291,264
154,05087,NaN,105,91
155,05089,NaN,51,43
156,05091,NaN,153,142
157,05093,NaN,266,229
158,05095,NaN,19,20
159,05097,NaN,46,45
160,05099,NaN,32,31
161,05101,NaN,28,31
162,05103,NaN,102,106
163,05105,NaN,37,35
164,05107,NaN,154,126
165,05109,NaN,81,61
166,05111,NaN,166,158
167,05113,NaN,107,108
168,05115,NaN,394,351
169,05117,NaN,38,34
170,05119,NaN,951,794
171,05121,NaN,115,116
172,05123,NaN,100,101
173,05125,NaN,371,377
174,05127,NaN,70,65
175,05129,NaN,28,28
176,05131,NaN,695,627
177,05133,NaN,101,103
178,05135,NaN,67,67
179,05137,NaN,38,34
180,05139,NaN,185,180
181,05141,NaN,36,34
182,05143,NaN,986,774
183,05145,NaN,290,228
184,05147,NaN,39,36
185,05149,NaN,147,156
186,06001,NaN,2822,2818
187,06003,NaN,1,2
188,06005,NaN,157,157
189,06007,NaN,903,1016
190,06009,NaN,165,166
191,06011,NaN,98,98
192,06013,NaN,3142,3142
193,06015,NaN,211,196
194,06017,NaN,714,713
195,06019,NaN,3689,4027
196,06021,NaN,113,114
197,06023,NaN,463,451
198,06025,NaN,325,301
199,06027,NaN,37,43
200,06029,NaN,3658,3670
201,06031,NaN,743,748
202,06033,NaN,226,235
203,06035,NaN,104,103
204,06037,NaN,15946,13038
205,06039,NaN,562,561
206,06041,NaN,162,132
207,06043,NaN,59,58
208,06045,NaN,224,210
209,06047,NaN,935,913
210,06049,NaN,20,22
211,06051,NaN,28,28
212,06053,NaN,365,344
213,06055,NaN,251,249
214,06057,NaN,463,420
215,06059,NaN,3606,3450
216,06061,NaN,2116,2116
217,06063,NaN,73,73
218,06065,NaN,5146,4957
219,06067,NaN,7504,7514
220,06069,NaN,130,131
221,06071,NaN,5036,4805
222,06073,NaN,6904,7152
223,06075,NaN,1277,1366
224,06077,NaN,3417,3462
225,06079,NaN,794,894
226,06081,NaN,1193,1191
227,06083,NaN,754,716
228,06085,NaN,3529,3487
229,06087,NaN,411,424
230,06089,NaN,811,834
231,06091,NaN,10,8
232,06093,NaN,240,237
233,06095,NaN,2087,2200
234,06097,NaN,1229,1199
235,06099,NaN,2704,2534
236,06101,NaN,403,400
237,06103,NaN,305,287
238,06105,NaN,56,59
239,06107,NaN,1977,2222
240,06109,NaN,182,163
241,06111,NaN,1043,998
242,06113,NaN,615,621
243,06115,NaN,454,431
244,08001,NaN,1084,1059
245,08003,NaN,40,39
246,08005,NaN,1264,1182
247,08007,NaN,19,18
248,08009,NaN,6,5
249,08011,NaN,6,6
250,08013,NaN,467,479
251,08014,NaN,109,112
252,08015,NaN,29,28
253,08017,NaN,0,1
254,08019,NaN,26,26
255,08021,NaN,15,16
256,08023,NaN,7,7
257,08025,NaN,8,10
258,08027,NaN,6,7
259,08029,NaN,25,25
260,08031,NaN,1154,1143
261,08033,NaN,3,3
262,08035,NaN,782,712
263,08037,NaN,218,226
264,08039,NaN,64,61
265,08041,NaN,1871,1754
266,08043,NaN,71,71
267,08045,NaN,76,75
268,08047,NaN,6,7
269,08049,NaN,37,45
270,08051,NaN,42,43
271,08053,NaN,2,2
272,08055,NaN,7,7
273,08057,NaN,1,1
274,08059,NaN,954,948
275,08061,NaN,2,2
276,08063,NaN,23,23
277,08065,NaN,16,17
278,08067,NaN,70,78
279,08069,NaN,802,756
280,08071,NaN,66,64
281,08073,NaN,21,24
282,08075,NaN,33,36
283,08077,NaN,406,410
284,08079,NaN,0,0
285,08081,NaN,29,34
286,08083,NaN,48,49
287,08085,NaN,69,69
288,08087,NaN,61,68
289,08089,NaN,35,39
290,08091,NaN,10,11
291,08093,NaN,40,44
292,08095,NaN,9,9
293,08097,NaN,41,44
294,08099,NaN,21,25
295,08101,NaN,340,340
296,08103,NaN,16,16
297,08105,NaN,24,24
298,08107,NaN,73,70
299,08109,NaN,8,8
300,08111,NaN,1,1
301,08113,NaN,21,21
302,08115,NaN,1,2
303,08117,NaN,54,48
304,08119,NaN,48,45
305,08121,NaN,3,3
306,08123,NaN,985,974
307,08125,NaN,15,15
308,09001,NaN,930,918
309,09003,NaN,1293,1293
310,09005,NaN,222,226
311,09007,NaN,148,139
312,09009,NaN,1085,1071
313,09011,NaN,404,391
314,09013,NaN,154,154
315,09015,NaN,149,152
316,10001,NaN,663,672
317,10003,NaN,1350,1385
