,County,754,759
0,01001,NaN,257
1,01003,NaN,656
2,01005,NaN,53
3,01007,NaN,99
4,01009,NaN,193
5,01011,NaN,10
6,01013,NaN,98
7,01015,NaN,494
8,01017,NaN,51
9,01019,NaN,78
10,01021,NaN,119
11,01023,NaN,81
12,01025,NaN,54
13,01027,NaN,60
14,01029,NaN,56
15,01031,NaN,177
16,01033,NaN,241
17,01035,NaN,20
18,01037,NaN,42
19,01039,NaN,228
20,01041,NaN,62
21,01043,NaN,268
22,01045,NaN,236
23,01047,NaN,205
24,01049,NaN,323
25,01051,NaN,238
26,01053,NaN,119
27,01055,NaN,546
28,01057,NaN,70
29,01059,NaN,157
30,01061,NaN,142
31,01063,NaN,13
32,01065,NaN,49
33,01067,NaN,65
34,01069,NaN,441
35,01071,NaN,304
36,01073,NaN,1605
37,01075,NaN,74
38,01077,NaN,437
39,01079,NaN,121
40,01081,NaN,274
41,01083,NaN,414
42,01085,NaN,24
43,01087,NaN,34
44,01089,NaN,1440
45,01091,NaN,47
46,01093,NaN,106
47,01095,NaN,327
48,01097,NaN,1170
49,01099,NaN,99
50,01101,NaN,655
51,01103,NaN,508
52,01105,NaN,25
53,01107,NaN,86
54,01109,NaN,128
55,01111,NaN,59
56,01113,NaN,131
57,01115,NaN,262
58,01117,NaN,538
59,01119,NaN,46
60,01121,NaN,236
61,01123,NaN,140
62,01125,NaN,822
63,01127,NaN,290
64,01129,NaN,114
65,01131,NaN,39
66,01133,NaN,135
67,02013,NaN,30
68,02016,NaN,27
69,02020,NaN,2030
70,02050,NaN,192
71,02060,NaN,0
72,02068,NaN,11
73,02070,NaN,81
74,02090,NaN,551
75,02100,NaN,23
76,02105,NaN,0
77,02110,NaN,211
78,02122,NaN,445
79,02130,NaN,133
80,02150,NaN,161
81,02158,NaN,82
82,02164,NaN,13
83,02170,NaN,676
84,02180,NaN,419
85,02185,NaN,191
86,02188,NaN,241
87,02195,NaN,13
88,02198,NaN,84
89,02220,NaN,80
90,02230,NaN,8
91,02240,NaN,70
92,02261,NaN,0
93,02275,NaN,2
94,02282,NaN,10
95,02290,NaN,53
96,04001,NaN,278
97,04003,NaN,766
98,04005,NaN,748
99,04007,NaN,335
100,04009,NaN,250
101,04011,NaN,34
102,04012,NaN,89
103,04013,NaN,15442
104,04015,NaN,815
105,04017,NaN,590
106,04019,NaN,3837
107,04021,NaN,1717
108,04023,NaN,315
109,04025,NaN,652
110,04027,NaN,549
111,05001,NaN,54
112,05003,NaN,83
113,05005,NaN,89
114,05007,NaN,895
115,05009,NaN,81
116,05011,NaN,26
117,05013,NaN,11
118,05015,NaN,67
119,05017,NaN,22
120,05019,NaN,63
121,05021,NaN,86
122,05023,NaN,105
123,05025,NaN,18
124,05027,NaN,101
125,05029,NaN,95
126,05031,NaN,465
127,05033,NaN,131
128,05035,NaN,135
129,05037,NaN,51
130,05039,NaN,23
131,05041,NaN,28
132,05043,NaN,44
133,05045,NaN,468
134,05047,NaN,25
135,05049,NaN,13
136,05051,NaN,261
137,05053,NaN,61
138,05055,NaN,180
139,05057,NaN,74
140,05059,NaN,144
141,05061,NaN,29
142,05063,NaN,272
143,05065,NaN,49
144,05067,NaN,74
145,05069,NaN,186
146,05071,NaN,70
147,05073,NaN,16
148,05075,NaN,125
149,05077,NaN,12
150,05079,NaN,34
151,05081,NaN,38
152,05083,NaN,77
153,05085,NaN,272
154,05087,NaN,60
155,05089,NaN,39
156,05091,NaN,143
157,05093,NaN,173
158,05095,NaN,14
159,05097,NaN,16
160,05099,NaN,30
161,05101,NaN,13
162,05103,NaN,108
163,05105,NaN,41
164,05107,NaN,41
165,05109,NaN,19
166,05111,NaN,78
167,05113,NaN,63
168,05115,NaN,325
169,05117,NaN,20
170,05119,NaN,1243
171,05121,NaN,65
172,05123,NaN,54
173,05125,NaN,351
174,05127,NaN,23
175,05129,NaN,32
176,05131,NaN,373
177,05133,NaN,79
178,05135,NaN,146
179,05137,NaN,66
180,05139,NaN,128
181,05141,NaN,46
182,05143,NaN,819
183,05145,NaN,486
184,05147,NaN,18
185,05149,NaN,48
186,06001,NaN,6097
187,06003,NaN,0
188,06005,NaN,187
189,06007,NaN,913
190,06009,NaN,186
191,06011,NaN,104
192,06013,NaN,3867
193,06015,NaN,226
194,06017,NaN,818
195,06019,NaN,5879
196,06021,NaN,138
197,06023,NaN,533
198,06025,NaN,851
199,06027,NaN,41
200,06029,NaN,5378
201,06031,NaN,1060
202,06033,NaN,618
203,06035,NaN,412
204,06037,NaN,28108
205,06039,NaN,1047
206,06041,NaN,718
207,06043,NaN,128
208,06045,NaN,315
209,06047,NaN,1135
210,06049,NaN,29
211,06051,NaN,36
212,06053,NaN,7679
213,06055,NaN,1572
214,06057,NaN,486
215,06059,NaN,9099
216,06061,NaN,1573
217,06063,NaN,63
218,06065,NaN,11728
219,06067,NaN,7210
220,06069,NaN,333
221,06071,NaN,7722
222,06073,NaN,12715
223,06075,NaN,6702
224,06077,NaN,3485
225,06079,NaN,1477
226,06081,NaN,10469
227,06083,NaN,2490
228,06085,NaN,8914
229,06087,NaN,1815
230,06089,NaN,608
231,06091,NaN,5
232,06093,NaN,165
233,06095,NaN,4770
234,06097,NaN,2285
235,06099,NaN,2905
236,06101,NaN,377
237,06103,NaN,283
238,06105,NaN,21
239,06107,NaN,2722
240,06109,NaN,241
241,06111,NaN,2993
242,06113,NaN,1128
243,06115,NaN,386
244,08001,NaN,1295
245,08003,NaN,82
246,08005,NaN,1389
247,08007,NaN,16
248,08009,NaN,41
249,08011,NaN,108
250,08013,NaN,949
251,08014,NaN,112
252,08015,NaN,74
253,08017,NaN,7
254,08019,NaN,14
255,08021,NaN,24
256,08023,NaN,17
257,08025,NaN,100
258,08027,NaN,8
259,08029,NaN,120
260,08031,NaN,1648
261,08033,NaN,6
262,08035,NaN,829
263,08037,NaN,138
264,08039,NaN,51
265,08041,NaN,2476
266,08043,NaN,388
267,08045,NaN,163
268,08047,NaN,8
269,08049,NaN,12
270,08051,NaN,28
271,08053,NaN,1
272,08055,NaN,27
273,08057,NaN,6
274,08059,NaN,1172
275,08061,NaN,5
276,08063,NaN,18
277,08065,NaN,19
278,08067,NaN,205
279,08069,NaN,1167
280,08071,NaN,74
281,08073,NaN,50
282,08075,NaN,194
283,08077,NaN,625
284,08079,NaN,1
285,08081,NaN,50
286,08083,NaN,152
287,08085,NaN,188
288,08087,NaN,71
289,08089,NaN,56
290,08091,NaN,6
291,08093,NaN,30
292,08095,NaN,14
293,08097,NaN,63
294,08099,NaN,40
295,08101,NaN,635
296,08103,NaN,28
297,08105,NaN,61
298,08107,NaN,60
299,08109,NaN,33
300,08111,NaN,2
301,08113,NaN,20
302,08115,NaN,7
303,08117,NaN,52
304,08119,NaN,42
305,08121,NaN,43
306,08123,NaN,1126
307,08125,NaN,27
308,09001,NaN,1276
309,09003,NaN,1112
310,09005,NaN,254
311,09007,NaN,281
312,09009,NaN,1598
313,09011,NaN,524
314,09013,NaN,166
315,09015,NaN,228
316,10001,NaN,353
317,10003,NaN,881
318,10005,NaN,360
319,11001,NaN,1198
320,12001,NaN,1400
321,12003,NaN,234
322,12005,NaN,951
323,12007,NaN,212
324,12009,NaN,2709
325,12011,NaN,9801
326,12013,NaN,87
327,12015,NaN,990
328,12017,NaN,713
329,12019,NaN,1432
330,12021,NaN,1265
331,12023,NaN,546
332,12027,NaN,173
333,12029,NaN,129
334,12031,NaN,4549
335,12033,NaN,1643
336,12035,NaN,380
337,12037,NaN,88
338,12039,NaN,284
339,12041,NaN,122
340,12043,NaN,34
341,12045,NaN,113
342,12047,NaN,83
343,12049,NaN,164
344,12051,NaN,186
345,12053,NaN,875
346,12055,NaN,547
347,12057,NaN,7408
348,12059,NaN,88
349,12061,NaN,583
350,12063,NaN,325
351,12065,NaN,98
352,12067,NaN,61
353,12069,NaN,1665
354,12071,NaN,3316
355,12073,NaN,2103
356,12075,NaN,247
357,12077,NaN,29
358,12079,NaN,149
359,12081,NaN,2235
360,12083,NaN,1688
361,12085,NaN,412
362,12086,NaN,15063
363,12087,NaN,254
364,12089,NaN,425
365,12091,NaN,985
366,12093,NaN,139
367,12095,NaN,7108
368,12097,NaN,1551
369,12099,NaN,5567
370,12101,NaN,2591
371,12103,NaN,4494
372,12105,NaN,3780
373,12107,NaN,300
374,12109,NaN,1752
375,12111,NaN,1140
376,12113,NaN,1499
377,12115,NaN,2185
378,12117,NaN,1895
379,12119,NaN,482
380,12121,NaN,300
381,12123,NaN,208
382,12125,NaN,87
383,12127,NaN,2442
384,12129,NaN,249
385,12131,NaN,308
386,12133,NaN,65
387,13001,NaN,50
388,13003,NaN,16
389,13005,NaN,53
390,13007,NaN,3
391,13009,NaN,131
392,13011,NaN,49
393,13013,NaN,192
394,13015,NaN,182
395,13017,NaN,66
396,13019,NaN,56
397,13021,NaN,555
398,13023,NaN,22
399,13025,NaN,72
400,13027,NaN,48
401,13029,NaN,124
402,13031,NaN,182
403,13033,NaN,89
404,13035,NaN,51
405,13037,NaN,16
406,13039,NaN,148
407,13043,NaN,13
408,13045,NaN,190
409,13047,NaN,245
410,13049,NaN,68
411,13051,NaN,743
412,13053,NaN,19
413,13055,NaN,80
414,13057,NaN,720
415,13059,NaN,216
416,13061,NaN,5
417,13063,NaN,536
418,13065,NaN,26
419,13067,NaN,1952
420,13069,NaN,177
421,13071,NaN,152
422,13073,NaN,435
423,13075,NaN,46
424,13077,NaN,249
425,13079,NaN,33
426,13081,NaN,55
427,13083,NaN,41
428,13085,NaN,76
429,13087,NaN,120
430,13089,NaN,1760
431,13091,NaN,43
432,13093,NaN,31
433,13095,NaN,348
434,13097,NaN,336
435,13099,NaN,26
436,13101,NaN,7
437,13103,NaN,210
438,13105,NaN,28
439,13107,NaN,52
