,County,600,605,612
0,01001,NaN,242,226
1,01003,NaN,765,644
2,01005,NaN,109,103
3,01007,NaN,144,139
4,01009,NaN,282,255
5,01011,NaN,35,34
6,01013,NaN,96,91
7,01015,NaN,730,622
8,01017,NaN,159,148
9,01019,NaN,127,121
10,01021,NaN,200,188
11,01023,NaN,15,13
12,01025,NaN,99,89
13,01027,NaN,78,61
14,01029,NaN,62,62
15,01031,NaN,208,157
16,01033,NaN,232,210
17,01035,NaN,59,63
18,01037,NaN,68,57
19,01039,NaN,212,188
20,01041,NaN,69,71
21,01043,NaN,454,455
22,01045,NaN,232,204
23,01047,NaN,101,96
24,01049,NaN,313,290
25,01051,NaN,370,349
26,01053,NaN,236,222
27,01055,NaN,564,515
28,01057,NaN,72,68
29,01059,NaN,166,144
30,01061,NaN,192,164
31,01063,NaN,19,18
32,01065,NaN,47,44
33,01067,NaN,89,84
34,01069,NaN,519,423
35,01071,NaN,291,265
36,01073,NaN,2639,2431
37,01075,NaN,49,52
38,01077,NaN,370,300
39,01079,NaN,113,104
40,01081,NaN,556,532
41,01083,NaN,513,463
42,01085,NaN,27,26
43,01087,NaN,52,45
44,01089,NaN,1517,1438
45,01091,NaN,71,66
46,01093,NaN,158,156
47,01095,NaN,524,477
48,01097,NaN,2867,3105
49,01099,NaN,104,78
50,01101,NaN,745,780
51,01103,NaN,716,602
52,01105,NaN,36,37
53,01107,NaN,54,42
54,01109,NaN,152,155
55,01111,NaN,156,139
56,01113,NaN,158,146
57,01115,NaN,560,563
58,01117,NaN,1061,930
59,01119,NaN,20,17
60,01121,NaN,496,477
61,01123,NaN,259,231
62,01125,NaN,948,960
63,01127,NaN,334,318
64,01129,NaN,45,37
65,01131,NaN,32,35
66,01133,NaN,171,170
67,02013,NaN,5,4
68,02016,NaN,14,11
69,02020,NaN,1511,1410
70,02050,NaN,123,112
71,02060,NaN,0,0
72,02068,NaN,15,13
73,02070,NaN,47,47
74,02090,NaN,548,583
75,02100,NaN,10,10
76,02105,NaN,0,0
77,02110,NaN,136,134
78,02122,NaN,394,313
79,02130,NaN,110,99
80,02150,NaN,58,58
81,02158,NaN,35,35
82,02164,NaN,7,7
83,02170,NaN,631,666
84,02180,NaN,18,19
85,02185,NaN,123,142
86,02188,NaN,35,33
87,02195,NaN,0,0
88,02198,NaN,24,24
89,02220,NaN,21,19
90,02230,NaN,6,5
91,02240,NaN,36,31
92,02261,NaN,0,0
93,02275,NaN,7,7
94,02282,NaN,6,5
95,02290,NaN,40,42
96,04001,NaN,128,116
97,04003,NaN,214,205
98,04005,NaN,344,336
99,04007,NaN,175,162
100,04009,NaN,168,148
101,04011,NaN,43,38
102,04012,NaN,49,49
103,04013,NaN,10959,9159
104,04015,NaN,635,526
105,04017,NaN,206,179
106,04019,NaN,1570,1394
107,04021,NaN,1016,804
108,04023,NaN,65,55
109,04025,NaN,520,437
110,04027,NaN,300,318
111,05001,NaN,59,49
112,05003,NaN,92,89
113,05005,NaN,58,46
114,05007,NaN,758,667
115,05009,NaN,104,93
116,05011,NaN,50,46
117,05013,NaN,13,13
118,05015,NaN,84,69
119,05017,NaN,36,36
120,05019,NaN,67,62
121,05021,NaN,79,72
122,05023,NaN,97,88
123,05025,NaN,22,22
124,05027,NaN,86,76
125,05029,NaN,68,60
126,05031,NaN,488,448
127,05033,NaN,373,315
128,05035,NaN,214,209
129,05037,NaN,74,63
130,05039,NaN,26,25
131,05041,NaN,29,28
132,05043,NaN,45,45
133,05045,NaN,319,246
134,05047,NaN,92,89
135,05049,NaN,45,41
136,05051,NaN,292,291
137,05053,NaN,59,40
138,05055,NaN,282,205
139,05057,NaN,57,49
140,05059,NaN,128,119
141,05061,NaN,56,47
142,05063,NaN,123,109
143,05065,NaN,34,34
144,05067,NaN,73,68
145,05069,NaN,138,117
146,05071,NaN,149,142
147,05073,NaN,13,13
148,05075,NaN,123,110
149,05077,NaN,22,23
150,05079,NaN,21,23
151,05081,NaN,62,58
152,05083,NaN,111,96
153,05085,NaN,213,180
154,05087,NaN,72,64
155,05089,NaN,29,25
156,05091,NaN,153,146
157,05093,NaN,274,265
158,05095,NaN,18,18
159,05097,NaN,29,32
160,05099,NaN,43,47
161,05101,NaN,14,13
162,05103,NaN,79,66
163,05105,NaN,36,36
164,05107,NaN,105,103
165,05109,NaN,68,65
166,05111,NaN,127,114
167,05113,NaN,74,63
168,05115,NaN,250,231
169,05117,NaN,20,17
170,05119,NaN,769,636
171,05121,NaN,98,90
172,05123,NaN,121,121
173,05125,NaN,280,261
174,05127,NaN,98,90
175,05129,NaN,23,20
176,05131,NaN,486,410
177,05133,NaN,74,65
178,05135,NaN,81,76
179,05137,NaN,28,20
180,05139,NaN,135,136
181,05141,NaN,40,36
182,05143,NaN,782,704
183,05145,NaN,214,182
184,05147,NaN,34,33
185,05149,NaN,102,96
186,06001,NaN,1770,1598
187,06003,NaN,2,2
188,06005,NaN,90,76
189,06007,NaN,724,709
190,06009,NaN,111,111
191,06011,NaN,11,10
192,06013,NaN,1445,1195
193,06015,NaN,113,62
194,06017,NaN,345,315
195,06019,NaN,3062,3093
196,06021,NaN,100,79
197,06023,NaN,341,317
198,06025,NaN,217,214
199,06027,NaN,9,9
200,06029,NaN,3053,2454
201,06031,NaN,657,570
202,06033,NaN,207,179
203,06035,NaN,34,22
204,06037,NaN,10854,9772
205,06039,NaN,471,451
206,06041,NaN,88,76
207,06043,NaN,46,39
208,06045,NaN,260,220
209,06047,NaN,172,158
210,06049,NaN,5,3
211,06051,NaN,8,9
212,06053,NaN,131,92
213,06055,NaN,172,154
214,06057,NaN,286,243
215,06059,NaN,2921,2437
216,06061,NaN,931,754
217,06063,NaN,49,41
218,06065,NaN,954,797
219,06067,NaN,3304,2992
220,06069,NaN,69,64
221,06071,NaN,3594,3064
222,06073,NaN,4493,3587
223,06075,NaN,618,584
224,06077,NaN,1877,1759
225,06079,NaN,604,587
226,06081,NaN,576,537
227,06083,NaN,706,650
228,06085,NaN,1755,1655
229,06087,NaN,242,190
230,06089,NaN,721,645
231,06091,NaN,2,3
232,06093,NaN,65,53
233,06095,NaN,685,698
234,06097,NaN,752,675
235,06099,NaN,1693,1455
236,06101,NaN,287,226
237,06103,NaN,119,76
238,06105,NaN,5,4
239,06107,NaN,1423,1488
240,06109,NaN,64,59
241,06111,NaN,1130,966
242,06113,NaN,357,356
243,06115,NaN,86,74
244,08001,NaN,1026,886
245,08003,NaN,37,37
246,08005,NaN,1256,1250
247,08007,NaN,23,23
248,08009,NaN,6,7
249,08011,NaN,13,13
250,08013,NaN,557,570
251,08014,NaN,116,116
252,08015,NaN,29,27
253,08017,NaN,1,1
254,08019,NaN,32,31
255,08021,NaN,8,10
256,08023,NaN,12,11
257,08025,NaN,8,9
258,08027,NaN,8,8
259,08029,NaN,45,47
260,08031,NaN,1112,1022
261,08033,NaN,5,5
262,08035,NaN,710,650
263,08037,NaN,185,185
264,08039,NaN,66,66
265,08041,NaN,1905,1817
266,08043,NaN,84,83
267,08045,NaN,119,117
268,08047,NaN,11,10
269,08049,NaN,53,52
270,08051,NaN,33,33
271,08053,NaN,1,1
272,08055,NaN,17,15
273,08057,NaN,2,2
274,08059,NaN,991,943
275,08061,NaN,1,2
276,08063,NaN,30,35
277,08065,NaN,10,11
278,08067,NaN,78,78
279,08069,NaN,768,706
280,08071,NaN,37,36
281,08073,NaN,31,31
282,08075,NaN,58,45
283,08077,NaN,461,457
284,08079,NaN,3,3
285,08081,NaN,65,37
286,08083,NaN,38,29
287,08085,NaN,74,65
288,08087,NaN,56,56
289,08089,NaN,45,44
290,08091,NaN,7,6
291,08093,NaN,32,34
292,08095,NaN,11,11
293,08097,NaN,37,36
294,08099,NaN,23,23
295,08101,NaN,318,328
296,08103,NaN,20,19
297,08105,NaN,22,22
298,08107,NaN,95,102
299,08109,NaN,7,7
300,08111,NaN,0,0
