,County,705,710
0,01001,NaN,122
1,01003,NaN,394
2,01005,NaN,18
3,01007,NaN,20
4,01009,NaN,107
5,01011,NaN,16
6,01013,NaN,20
7,01015,NaN,155
8,01017,NaN,66
9,01019,NaN,36
10,01021,NaN,65
11,01023,NaN,9
12,01025,NaN,9
13,01027,NaN,23
14,01029,NaN,11
15,01031,NaN,85
16,01033,NaN,106
17,01035,NaN,5
18,01037,NaN,12
19,01039,NaN,26
20,01041,NaN,11
21,01043,NaN,214
22,01045,NaN,84
23,01047,NaN,45
24,01049,NaN,120
25,01051,NaN,209
26,01053,NaN,30
27,01055,NaN,122
28,01057,NaN,24
29,01059,NaN,44
30,01061,NaN,15
31,01063,NaN,12
32,01065,NaN,16
33,01067,NaN,25
34,01069,NaN,169
35,01071,NaN,122
36,01073,NaN,2388
37,01075,NaN,18
38,01077,NaN,137
39,01079,NaN,43
40,01081,NaN,298
41,01083,NaN,218
42,01085,NaN,13
43,01087,NaN,25
44,01089,NaN,976
45,01091,NaN,15
46,01093,NaN,31
47,01095,NaN,165
48,01097,NaN,752
49,01099,NaN,29
50,01101,NaN,693
51,01103,NaN,274
52,01105,NaN,4
53,01107,NaN,20
54,01109,NaN,42
55,01111,NaN,47
56,01113,NaN,85
57,01115,NaN,201
58,01117,NaN,644
59,01119,NaN,6
60,01121,NaN,144
61,01123,NaN,77
62,01125,NaN,305
63,01127,NaN,112
64,01129,NaN,9
65,01131,NaN,11
66,01133,NaN,27
67,02013,NaN,0
68,02016,NaN,0
69,02020,NaN,335
70,02050,NaN,20
71,02060,NaN,0
72,02068,NaN,0
73,02070,NaN,3
74,02090,NaN,66
75,02100,NaN,2
76,02105,NaN,0
77,02110,NaN,34
78,02122,NaN,60
79,02130,NaN,27
80,02150,NaN,3
81,02158,NaN,23
82,02164,NaN,3
83,02170,NaN,74
84,02180,NaN,30
85,02185,NaN,3
86,02188,NaN,12
87,02195,NaN,3
88,02198,NaN,8
89,02220,NaN,10
90,02230,NaN,0
91,02240,NaN,3
92,02261,NaN,0
93,02275,NaN,0
94,02282,NaN,3
95,02290,NaN,5
96,04001,NaN,144
97,04003,NaN,340
98,04005,NaN,535
99,04007,NaN,160
100,04009,NaN,73
101,04011,NaN,21
102,04012,NaN,44
103,04013,NaN,13793
104,04015,NaN,593
105,04017,NaN,361
106,04019,NaN,2422
107,04021,NaN,1331
108,04023,NaN,71
109,04025,NaN,502
110,04027,NaN,354
111,05001,NaN,21
112,05003,NaN,30
113,05005,NaN,58
114,05007,NaN,564
115,05009,NaN,79
116,05011,NaN,12
117,05013,NaN,6
118,05015,NaN,31
119,05017,NaN,10
120,05019,NaN,53
121,05021,NaN,27
122,05023,NaN,50
123,05025,NaN,12
124,05027,NaN,33
125,05029,NaN,42
126,05031,NaN,676
127,05033,NaN,87
128,05035,NaN,160
129,05037,NaN,22
130,05039,NaN,7
131,05041,NaN,10
132,05043,NaN,15
133,05045,NaN,352
134,05047,NaN,23
135,05049,NaN,16
136,05051,NaN,173
137,05053,NaN,21
138,05055,NaN,107
139,05057,NaN,37
140,05059,NaN,73
141,05061,NaN,18
142,05063,NaN,57
143,05065,NaN,42
144,05067,NaN,33
145,05069,NaN,96
146,05071,NaN,40
147,05073,NaN,7
148,05075,NaN,53
149,05077,NaN,19
150,05079,NaN,37
151,05081,NaN,14
152,05083,NaN,33
153,05085,NaN,183
154,05087,NaN,38
155,05089,NaN,24
156,05091,NaN,39
157,05093,NaN,118
158,05095,NaN,6
159,05097,NaN,3
160,05099,NaN,15
161,05101,NaN,11
162,05103,NaN,73
163,05105,NaN,10
164,05107,NaN,44
165,05109,NaN,18
166,05111,NaN,62
167,05113,NaN,18
168,05115,NaN,137
169,05117,NaN,13
170,05119,NaN,865
171,05121,NaN,50
172,05123,NaN,38
173,05125,NaN,278
174,05127,NaN,24
175,05129,NaN,21
176,05131,NaN,209
177,05133,NaN,29
178,05135,NaN,43
179,05137,NaN,15
180,05139,NaN,101
181,05141,NaN,31
182,05143,NaN,413
183,05145,NaN,178
184,05147,NaN,12
185,05149,NaN,40
186,06001,NaN,2718
187,06003,NaN,3
188,06005,NaN,45
189,06007,NaN,160
190,06009,NaN,59
191,06011,NaN,16
192,06013,NaN,1707
193,06015,NaN,6
194,06017,NaN,225
195,06019,NaN,1068
196,06021,NaN,21
197,06023,NaN,187
198,06025,NaN,638
199,06027,NaN,31
200,06029,NaN,1072
201,06031,NaN,250
202,06033,NaN,50
203,06035,NaN,18
204,06037,NaN,36818
205,06039,NaN,171
206,06041,NaN,557
207,06043,NaN,19
208,06045,NaN,97
209,06047,NaN,289
210,06049,NaN,2
211,06051,NaN,33
212,06053,NaN,423
213,06055,NaN,237
214,06057,NaN,168
215,06059,NaN,4246
216,06061,NaN,544
217,06063,NaN,27
218,06065,NaN,5300
219,06067,NaN,2161
220,06069,NaN,107
221,06071,NaN,4429
222,06073,NaN,9825
223,06075,NaN,2723
224,06077,NaN,960
225,06079,NaN,482
226,06081,NaN,1297
227,06083,NaN,852
228,06085,NaN,2638
229,06087,NaN,401
230,06089,NaN,153
231,06091,NaN,4
232,06093,NaN,28
233,06095,NaN,581
234,06097,NaN,734
235,06099,NaN,1551
236,06101,NaN,99
237,06103,NaN,54
238,06105,NaN,4
239,06107,NaN,481
240,06109,NaN,88
241,06111,NaN,2016
242,06113,NaN,318
243,06115,NaN,109
244,08001,NaN,1712
245,08003,NaN,29
246,08005,NaN,2274
247,08007,NaN,32
248,08009,NaN,8
249,08011,NaN,5
250,08013,NaN,1022
251,08014,NaN,204
252,08015,NaN,30
253,08017,NaN,2
254,08019,NaN,23
255,08021,NaN,8
256,08023,NaN,1
257,08025,NaN,4
258,08027,NaN,6
259,08029,NaN,31
260,08031,NaN,2900
261,08033,NaN,8
262,08035,NaN,1044
263,08037,NaN,469
264,08039,NaN,57
265,08041,NaN,1952
266,08043,NaN,73
267,08045,NaN,189
268,08047,NaN,15
269,08049,NaN,41
270,08051,NaN,30
271,08053,NaN,2
272,08055,NaN,19
273,08057,NaN,0
274,08059,NaN,1766
275,08061,NaN,1
276,08063,NaN,28
277,08065,NaN,18
278,08067,NaN,135
279,08069,NaN,905
280,08071,NaN,22
281,08073,NaN,10
282,08075,NaN,32
283,08077,NaN,458
284,08079,NaN,0
285,08081,NaN,21
286,08083,NaN,46
287,08085,NaN,48
288,08087,NaN,34
289,08089,NaN,18
290,08091,NaN,11
291,08093,NaN,48
292,08095,NaN,6
293,08097,NaN,237
294,08099,NaN,14
295,08101,NaN,313
296,08103,NaN,19
297,08105,NaN,19
298,08107,NaN,85
299,08109,NaN,6
300,08111,NaN,3
301,08113,NaN,78
302,08115,NaN,2
303,08117,NaN,197
304,08119,NaN,38
305,08121,NaN,8
306,08123,NaN,824
307,08125,NaN,23
308,09001,NaN,5565
309,09003,NaN,4399
310,09005,NaN,796
311,09007,NaN,735
312,09009,NaN,5704
313,09011,NaN,1251
314,09013,NaN,450
315,09015,NaN,552
316,10001,NaN,1416
317,10003,NaN,3717
318,10005,NaN,1361
319,11001,NaN,8346
320,12001,NaN,422
