,County,656,661
0,01001,NaN,95
1,01003,NaN,157
2,01005,NaN,13
3,01007,NaN,19
4,01009,NaN,124
5,01011,NaN,0
6,01013,NaN,28
7,01015,NaN,50
8,01017,NaN,25
9,01019,NaN,24
10,01021,NaN,94
11,01023,NaN,8
12,01025,NaN,22
13,01027,NaN,14
14,01029,NaN,17
15,01031,NaN,49
16,01033,NaN,64
17,01035,NaN,8
18,01037,NaN,6
19,01039,NaN,27
20,01041,NaN,16
21,01043,NaN,108
22,01045,NaN,18
23,01047,NaN,37
24,01049,NaN,29
25,01051,NaN,153
26,01053,NaN,35
27,01055,NaN,47
28,01057,NaN,60
29,01059,NaN,35
30,01061,NaN,14
31,01063,NaN,7
32,01065,NaN,15
33,01067,NaN,15
34,01069,NaN,73
35,01071,NaN,73
36,01073,NaN,212
37,01075,NaN,51
38,01077,NaN,112
39,01079,NaN,99
40,01081,NaN,110
41,01083,NaN,138
42,01085,NaN,8
43,01087,NaN,18
44,01089,NaN,201
45,01091,NaN,10
46,01093,NaN,65
47,01095,NaN,88
48,01097,NaN,510
49,01099,NaN,11
50,01101,NaN,79
51,01103,NaN,183
52,01105,NaN,7
53,01107,NaN,27
54,01109,NaN,16
55,01111,NaN,8
56,01113,NaN,37
57,01115,NaN,87
58,01117,NaN,149
59,01119,NaN,12
60,01121,NaN,61
61,01123,NaN,15
62,01125,NaN,237
63,01127,NaN,178
64,01129,NaN,15
65,01131,NaN,15
66,01133,NaN,41
67,02013,NaN,7
68,02016,NaN,8
69,02020,NaN,1288
70,02050,NaN,170
71,02060,NaN,0
72,02068,NaN,5
73,02070,NaN,20
74,02090,NaN,421
75,02100,NaN,1
76,02105,NaN,0
77,02110,NaN,88
78,02122,NaN,271
79,02130,NaN,25
80,02150,NaN,35
81,02158,NaN,32
82,02164,NaN,13
83,02170,NaN,606
84,02180,NaN,178
85,02185,NaN,57
86,02188,NaN,73
87,02195,NaN,18
88,02198,NaN,15
89,02220,NaN,12
90,02230,NaN,6
91,02240,NaN,43
92,02261,NaN,0
93,02275,NaN,5
94,02282,NaN,3
95,02290,NaN,32
96,04001,NaN,214
97,04003,NaN,433
98,04005,NaN,446
99,04007,NaN,205
100,04009,NaN,146
101,04011,NaN,55
102,04012,NaN,48
103,04013,NaN,11309
104,04015,NaN,507
105,04017,NaN,505
106,04019,NaN,2690
107,04021,NaN,1352
108,04023,NaN,142
109,04025,NaN,716
110,04027,NaN,282
111,05001,NaN,13
112,05003,NaN,16
113,05005,NaN,53
114,05007,NaN,325
115,05009,NaN,29
116,05011,NaN,12
117,05013,NaN,0
118,05015,NaN,19
119,05017,NaN,3
120,05019,NaN,24
121,05021,NaN,7
122,05023,NaN,39
123,05025,NaN,2
124,05027,NaN,4
125,05029,NaN,10
126,05031,NaN,94
127,05033,NaN,82
128,05035,NaN,31
129,05037,NaN,16
130,05039,NaN,2
131,05041,NaN,7
132,05043,NaN,16
133,05045,NaN,93
134,05047,NaN,9
135,05049,NaN,14
136,05051,NaN,46
137,05053,NaN,5
138,05055,NaN,46
139,05057,NaN,16
140,05059,NaN,29
141,05061,NaN,15
142,05063,NaN,47
143,05065,NaN,12
144,05067,NaN,49
145,05069,NaN,33
146,05071,NaN,27
147,05073,NaN,2
148,05075,NaN,30
149,05077,NaN,28
150,05079,NaN,7
151,05081,NaN,27
152,05083,NaN,21
153,05085,NaN,58
154,05087,NaN,9
155,05089,NaN,14
156,05091,NaN,35
157,05093,NaN,44
158,05095,NaN,2
159,05097,NaN,6
160,05099,NaN,6
161,05101,NaN,3
162,05103,NaN,10
163,05105,NaN,12
164,05107,NaN,14
165,05109,NaN,8
166,05111,NaN,28
167,05113,NaN,9
168,05115,NaN,54
169,05117,NaN,2
170,05119,NaN,248
171,05121,NaN,22
172,05123,NaN,15
173,05125,NaN,82
174,05127,NaN,9
175,05129,NaN,6
176,05131,NaN,169
177,05133,NaN,55
178,05135,NaN,39
179,05137,NaN,22
180,05139,NaN,37
181,05141,NaN,20
182,05143,NaN,186
183,05145,NaN,117
184,05147,NaN,6
185,05149,NaN,28
186,06001,NaN,887
187,06003,NaN,0
188,06005,NaN,73
189,06007,NaN,290
190,06009,NaN,108
191,06011,NaN,23
192,06013,NaN,776
193,06015,NaN,32
194,06017,NaN,202
195,06019,NaN,2441
196,06021,NaN,39
197,06023,NaN,105
198,06025,NaN,345
199,06027,NaN,104
200,06029,NaN,2422
201,06031,NaN,454
202,06033,NaN,87
203,06035,NaN,72
204,06037,NaN,9421
205,06039,NaN,489
206,06041,NaN,156
207,06043,NaN,63
208,06045,NaN,177
209,06047,NaN,537
210,06049,NaN,15
211,06051,NaN,37
212,06053,NaN,240
213,06055,NaN,92
214,06057,NaN,158
215,06059,NaN,1996
216,06061,NaN,579
217,06063,NaN,57
218,06065,NaN,2968
219,06067,NaN,1677
220,06069,NaN,76
221,06071,NaN,3102
222,06073,NaN,3404
223,06075,NaN,417
224,06077,NaN,1133
225,06079,NaN,297
226,06081,NaN,395
227,06083,NaN,327
228,06085,NaN,1280
229,06087,NaN,186
230,06089,NaN,417
231,06091,NaN,7
232,06093,NaN,29
233,06095,NaN,346
234,06097,NaN,525
235,06099,NaN,1792
236,06101,NaN,139
237,06103,NaN,173
238,06105,NaN,24
239,06107,NaN,1151
240,06109,NaN,189
241,06111,NaN,634
242,06113,NaN,267
243,06115,NaN,161
244,08001,NaN,1629
245,08003,NaN,87
246,08005,NaN,1697
247,08007,NaN,50
