,County,614,619
0,01001,NaN,159
1,01003,NaN,449
2,01005,NaN,62
3,01007,NaN,102
4,01009,NaN,225
5,01011,NaN,20
6,01013,NaN,70
7,01015,NaN,890
8,01017,NaN,134
9,01019,NaN,79
10,01021,NaN,106
11,01023,NaN,9
12,01025,NaN,94
13,01027,NaN,50
14,01029,NaN,104
15,01031,NaN,142
16,01033,NaN,174
17,01035,NaN,37
18,01037,NaN,48
19,01039,NaN,118
20,01041,NaN,52
21,01043,NaN,431
22,01045,NaN,216
23,01047,NaN,64
24,01049,NaN,263
25,01051,NaN,381
26,01053,NaN,129
27,01055,NaN,430
28,01057,NaN,59
29,01059,NaN,121
30,01061,NaN,120
31,01063,NaN,18
32,01065,NaN,50
33,01067,NaN,70
34,01069,NaN,512
35,01071,NaN,235
36,01073,NaN,1647
37,01075,NaN,62
38,01077,NaN,339
39,01079,NaN,65
40,01081,NaN,592
41,01083,NaN,379
42,01085,NaN,18
43,01087,NaN,44
44,01089,NaN,1155
45,01091,NaN,47
46,01093,NaN,161
47,01095,NaN,343
48,01097,NaN,799
49,01099,NaN,57
50,01101,NaN,535
51,01103,NaN,434
52,01105,NaN,22
53,01107,NaN,46
54,01109,NaN,112
55,01111,NaN,81
56,01113,NaN,114
57,01115,NaN,354
58,01117,NaN,827
59,01119,NaN,11
60,01121,NaN,434
61,01123,NaN,204
62,01125,NaN,737
63,01127,NaN,304
64,01129,NaN,21
65,01131,NaN,38
66,01133,NaN,132
67,02013,NaN,2
68,02016,NaN,16
69,02020,NaN,2676
70,02050,NaN,167
71,02060,NaN,0
72,02068,NaN,14
73,02070,NaN,51
74,02090,NaN,902
75,02100,NaN,26
76,02105,NaN,0
77,02110,NaN,212
78,02122,NaN,517
79,02130,NaN,46
80,02150,NaN,102
81,02158,NaN,42
82,02164,NaN,25
83,02170,NaN,990
84,02180,NaN,31
85,02185,NaN,173
86,02188,NaN,42
87,02195,NaN,1
88,02198,NaN,25
89,02220,NaN,39
90,02230,NaN,2
91,02240,NaN,42
92,02261,NaN,0
93,02275,NaN,1
94,02282,NaN,6
95,02290,NaN,26
96,04001,NaN,125
97,04003,NaN,265
98,04005,NaN,319
99,04007,NaN,143
100,04009,NaN,126
101,04011,NaN,46
102,04012,NaN,61
103,04013,NaN,9854
104,04015,NaN,564
105,04017,NaN,249
106,04019,NaN,1704
107,04021,NaN,1229
108,04023,NaN,72
109,04025,NaN,494
110,04027,NaN,250
111,05001,NaN,41
112,05003,NaN,68
113,05005,NaN,48
114,05007,NaN,506
115,05009,NaN,78
116,05011,NaN,20
117,05013,NaN,9
118,05015,NaN,44
119,05017,NaN,31
120,05019,NaN,42
121,05021,NaN,54
122,05023,NaN,60
123,05025,NaN,12
124,05027,NaN,41
125,05029,NaN,43
126,05031,NaN,442
127,05033,NaN,185
128,05035,NaN,179
129,05037,NaN,47
130,05039,NaN,13
131,05041,NaN,23
132,05043,NaN,46
133,05045,NaN,254
134,05047,NaN,48
135,05049,NaN,18
136,05051,NaN,176
137,05053,NaN,29
138,05055,NaN,191
139,05057,NaN,43
140,05059,NaN,55
141,05061,NaN,26
142,05063,NaN,159
143,05065,NaN,38
144,05067,NaN,55
145,05069,NaN,94
146,05071,NaN,81
147,05073,NaN,12
148,05075,NaN,63
149,05077,NaN,32
150,05079,NaN,7
151,05081,NaN,48
152,05083,NaN,52
153,05085,NaN,160
154,05087,NaN,45
155,05089,NaN,38
156,05091,NaN,129
157,05093,NaN,174
158,05095,NaN,16
159,05097,NaN,13
160,05099,NaN,42
161,05101,NaN,9
162,05103,NaN,25
163,05105,NaN,15
164,05107,NaN,40
165,05109,NaN,20
166,05111,NaN,79
167,05113,NaN,39
168,05115,NaN,146
169,05117,NaN,14
170,05119,NaN,522
171,05121,NaN,88
172,05123,NaN,63
173,05125,NaN,210
174,05127,NaN,68
175,05129,NaN,20
176,05131,NaN,358
177,05133,NaN,56
178,05135,NaN,76
179,05137,NaN,27
180,05139,NaN,126
181,05141,NaN,49
182,05143,NaN,483
183,05145,NaN,195
184,05147,NaN,22
185,05149,NaN,68
186,06001,NaN,950
187,06003,NaN,2
188,06005,NaN,90
189,06007,NaN,543
190,06009,NaN,122
191,06011,NaN,37
192,06013,NaN,832
193,06015,NaN,78
194,06017,NaN,239
195,06019,NaN,1857
196,06021,NaN,79
197,06023,NaN,177
198,06025,NaN,346
199,06027,NaN,30
200,06029,NaN,2529
201,06031,NaN,457
202,06033,NaN,123
203,06035,NaN,69
204,06037,NaN,10190
205,06039,NaN,417
206,06041,NaN,128
207,06043,NaN,53
208,06045,NaN,150
209,06047,NaN,590
210,06049,NaN,1
211,06051,NaN,21
212,06053,NaN,390
213,06055,NaN,116
214,06057,NaN,126
215,06059,NaN,2574
216,06061,NaN,583
217,06063,NaN,38
218,06065,NaN,2782
219,06067,NaN,1690
220,06069,NaN,50
221,06071,NaN,2461
222,06073,NaN,4018
223,06075,NaN,513
224,06077,NaN,1255
225,06079,NaN,325
226,06081,NaN,427
227,06083,NaN,420
228,06085,NaN,964
229,06087,NaN,144
230,06089,NaN,767
231,06091,NaN,0
232,06093,NaN,142
233,06095,NaN,425
234,06097,NaN,319
235,06099,NaN,1442
236,06101,NaN,166
237,06103,NaN,283
238,06105,NaN,25
239,06107,NaN,1279
240,06109,NaN,115
241,06111,NaN,715
242,06113,NaN,223
243,06115,NaN,131
244,08001,NaN,879
245,08003,NaN,47
246,08005,NaN,980
247,08007,NaN,25
248,08009,NaN,7
249,08011,NaN,17
250,08013,NaN,420
251,08014,NaN,124
252,08015,NaN,29
253,08017,NaN,5
254,08019,NaN,20
255,08021,NaN,22
256,08023,NaN,16
257,08025,NaN,29
258,08027,NaN,11
259,08029,NaN,56
260,08031,NaN,1010
261,08033,NaN,7
262,08035,NaN,597
263,08037,NaN,103
264,08039,NaN,67
265,08041,NaN,2024
266,08043,NaN,169
267,08045,NaN,100
268,08047,NaN,16
269,08049,NaN,88
270,08051,NaN,39
271,08053,NaN,1
272,08055,NaN,9
273,08057,NaN,7
274,08059,NaN,1164
275,08061,NaN,3
276,08063,NaN,13
277,08065,NaN,8
278,08067,NaN,178
279,08069,NaN,734
280,08071,NaN,28
281,08073,NaN,19
282,08075,NaN,42
283,08077,NaN,451
284,08079,NaN,2
285,08081,NaN,55
286,08083,NaN,66
287,08085,NaN,94
288,08087,NaN,37
289,08089,NaN,39
290,08091,NaN,5
291,08093,NaN,36
292,08095,NaN,13
293,08097,NaN,37
294,08099,NaN,30
295,08101,NaN,418
296,08103,NaN,21
297,08105,NaN,34
298,08107,NaN,82
299,08109,NaN,19
300,08111,NaN,1
301,08113,NaN,22
302,08115,NaN,4
303,08117,NaN,43
304,08119,NaN,76
305,08121,NaN,9
306,08123,NaN,862
307,08125,NaN,17
308,09001,NaN,955
309,09003,NaN,1025
310,09005,NaN,167
311,09007,NaN,132
312,09009,NaN,720
313,09011,NaN,329
314,09013,NaN,133
315,09015,NaN,272
316,10001,NaN,680
317,10003,NaN,1497
318,10005,NaN,864
319,11001,NaN,1349
320,12001,NaN,571
321,12003,NaN,54
322,12005,NaN,362
323,12007,NaN,89
324,12009,NaN,1199
325,12011,NaN,4158
326,12013,NaN,41
327,12015,NaN,402
328,12017,NaN,499
329,12019,NaN,557
330,12021,NaN,1009
331,12023,NaN,173
332,12027,NaN,114
333,12029,NaN,60
334,12031,NaN,1709
335,12033,NaN,789
336,12035,NaN,201
337,12037,NaN,30
338,12039,NaN,119
339,12041,NaN,62
340,12043,NaN,26
341,12045,NaN,34
342,12047,NaN,32
343,12049,NaN,130
344,12051,NaN,117
345,12053,NaN,562
346,12055,NaN,346
347,12057,NaN,3861
348,12059,NaN,53
349,12061,NaN,330
350,12063,NaN,165
351,12065,NaN,41
352,12067,NaN,15
353,12069,NaN,1091
354,12071,NaN,2149
355,12073,NaN,995
356,12075,NaN,135
357,12077,NaN,23
358,12079,NaN,73
359,12081,NaN,1098
360,12083,NaN,1044
361,12085,NaN,300
362,12086,NaN,7029
363,12087,NaN,174
364,12089,NaN,157
365,12091,NaN,607
366,12093,NaN,122
367,12095,NaN,3230
368,12097,NaN,986
369,12099,NaN,2929
370,12101,NaN,1628
371,12103,NaN,2133
372,12105,NaN,2178
373,12107,NaN,330
374,12109,NaN,929
375,12111,NaN,727
376,12113,NaN,588
377,12115,NaN,998
378,12117,NaN,865
379,12119,NaN,240
380,12121,NaN,125
381,12123,NaN,54
382,12125,NaN,32
383,12127,NaN,1327
384,12129,NaN,127
385,12131,NaN,178
386,12133,NaN,55
387,13001,NaN,57
388,13003,NaN,21
389,13005,NaN,30
390,13007,NaN,2
391,13009,NaN,99
392,13011,NaN,56
393,13013,NaN,305
394,13015,NaN,274
395,13017,NaN,33
396,13019,NaN,47
397,13021,NaN,296
398,13023,NaN,23
399,13025,NaN,47
400,13027,NaN,22
401,13029,NaN,84
402,13031,NaN,73
403,13033,NaN,46
404,13035,NaN,79
405,13037,NaN,10
406,13039,NaN,198
407,13043,NaN,28
408,13045,NaN,246
409,13047,NaN,160
410,13049,NaN,26
411,13051,NaN,518
412,13053,NaN,138
413,13055,NaN,101
414,13057,NaN,564
415,13059,NaN,300
416,13061,NaN,4
417,13063,NaN,1021
418,13065,NaN,32
419,13067,NaN,1643
420,13069,NaN,84
421,13071,NaN,84
422,13073,NaN,326
423,13075,NaN,35
424,13077,NaN,351
425,13079,NaN,28
426,13081,NaN,78
427,13083,NaN,38
428,13085,NaN,66
429,13087,NaN,104
430,13089,NaN,1589
431,13091,NaN,54
432,13093,NaN,26
433,13095,NaN,200
434,13097,NaN,342
435,13099,NaN,27
436,13101,NaN,7
437,13103,NaN,124
438,13105,NaN,48
439,13107,NaN,78
440,13109,NaN,19
441,13111,NaN,76
442,13113,NaN,230
443,13115,NaN,336
444,13117,NaN,803
445,13119,NaN,78
446,13121,NaN,2067
447,13123,NaN,79
448,13125,NaN,7
449,13127,NaN,160
450,13129,NaN,166
451,13131,NaN,86
452,13133,NaN,37
453,13135,NaN,2709
454,13137,NaN,137
455,13139,NaN,648
456,13141,NaN,12
457,13143,NaN,61
458,13145,NaN,56
459,13147,NaN,67
460,13149,NaN,19
461,13151,NaN,623
462,13153,NaN,421
463,13155,NaN,8
464,13157,NaN,210
465,13159,NaN,25
466,13161,NaN,39
467,13163,NaN,42
468,13165,NaN,7
469,13167,NaN,18
470,13169,NaN,59
471,13171,NaN,60
472,13173,NaN,20
473,13175,NaN,125
474,13177,NaN,51
475,13179,NaN,66
476,13181,NaN,16
477,13183,NaN,22
478,13185,NaN,225
479,13187,NaN,78
480,13189,NaN,65
481,13191,NaN,23
482,13193,NaN,26
483,13195,NaN,111
484,13197,NaN,20
485,13199,NaN,55
486,13201,NaN,15
487,13205,NaN,54
488,13207,NaN,58
489,13209,NaN,25
490,13211,NaN,62
491,13213,NaN,227
492,13215,NaN,455
493,13217,NaN,252
494,13219,NaN,102
495,13221,NaN,32
496,13223,NaN,316
497,13225,NaN,52
498,13227,NaN,174
499,13229,NaN,48
500,13231,NaN,77
501,13233,NaN,136
502,13235,NaN,23
503,13237,NaN,50
504,13239,NaN,4
505,13241,NaN,50
506,13243,NaN,10
507,13245,NaN,563
508,13247,NaN,202
509,13249,NaN,13
510,13251,NaN,22
511,13253,NaN,13
512,13255,NaN,210
513,13257,NaN,175
514,13259,NaN,34
515,13261,NaN,76
516,13263,NaN,15
517,13265,NaN,2
518,13267,NaN,46
519,13269,NaN,22
520,13271,NaN,38
521,13273,NaN,20
522,13275,NaN,144
523,13277,NaN,80
524,13279,NaN,73
525,13281,NaN,28
526,13283,NaN,14
527,13285,NaN,108
528,13287,NaN,32
529,13289,NaN,14
530,13291,NaN,62
531,13293,NaN,80
532,13295,NaN,186
533,13297,NaN,269
534,13299,NaN,75
535,13301,NaN,22
536,13303,NaN,60
537,13305,NaN,66
538,13307,NaN,4
539,13309,NaN,7
540,13311,NaN,63
541,13313,NaN,317
542,13315,NaN,17
543,13317,NaN,45
544,13319,NaN,15
545,13321,NaN,28
546,15001,NaN,293
547,15003,NaN,1191
548,15005,NaN,0
549,15007,NaN,159
550,15009,NaN,233
551,16001,NaN,2505
552,16003,NaN,13
553,16005,NaN,465
554,16007,NaN,30
555,16009,NaN,37
556,16011,NaN,207
557,16013,NaN,43
558,16015,NaN,29
559,16017,NaN,109
560,16019,NaN,590
561,16021,NaN,29
