,County,726,731
0,01001,NaN,487
1,01003,NaN,2735
2,01005,NaN,284
3,01007,NaN,252
4,01009,NaN,481
5,01011,NaN,125
6,01013,NaN,203
7,01015,NaN,1110
8,01017,NaN,451
9,01019,NaN,241
10,01021,NaN,438
11,01023,NaN,106
12,01025,NaN,377
13,01027,NaN,180
14,01029,NaN,98
15,01031,NaN,635
16,01033,NaN,613
17,01035,NaN,144
18,01037,NaN,107
19,01039,NaN,289
20,01041,NaN,126
21,01043,NaN,907
22,01045,NaN,573
23,01047,NaN,379
24,01049,NaN,659
25,01051,NaN,674
26,01053,NaN,446
27,01055,NaN,1294
28,01057,NaN,104
29,01059,NaN,265
30,01061,NaN,126
31,01063,NaN,75
32,01065,NaN,191
33,01067,NaN,137
34,01069,NaN,971
35,01071,NaN,370
36,01073,NaN,8989
37,01075,NaN,106
38,01077,NaN,917
39,01079,NaN,212
40,01081,NaN,2394
41,01083,NaN,950
42,01085,NaN,152
43,01087,NaN,275
44,01089,NaN,4200
45,01091,NaN,176
46,01093,NaN,265
47,01095,NaN,757
48,01097,NaN,6130
49,01099,NaN,201
50,01101,NaN,2548
51,01103,NaN,1204
52,01105,NaN,128
53,01107,NaN,278
54,01109,NaN,247
55,01111,NaN,170
56,01113,NaN,529
57,01115,NaN,1378
58,01117,NaN,2422
59,01119,NaN,164
60,01121,NaN,1084
61,01123,NaN,461
62,01125,NaN,2366
63,01127,NaN,451
64,01129,NaN,116
65,01131,NaN,122
66,01133,NaN,202
67,02013,NaN,74
68,02016,NaN,119
69,02020,NaN,8087
70,02050,NaN,274
71,02060,NaN,0
72,02068,NaN,7
73,02070,NaN,38
74,02090,NaN,1769
75,02100,NaN,27
76,02105,NaN,0
77,02110,NaN,704
78,02122,NaN,538
79,02130,NaN,182
80,02150,NaN,516
81,02158,NaN,181
82,02164,NaN,31
83,02170,NaN,959
84,02180,NaN,244
85,02185,NaN,121
86,02188,NaN,140
87,02195,NaN,23
88,02198,NaN,98
