,County,677,682
0,01001,NaN,49
1,01003,NaN,100
2,01005,NaN,14
3,01007,NaN,10
4,01009,NaN,80
5,01011,NaN,1
6,01013,NaN,19
7,01015,NaN,56
8,01017,NaN,4
9,01019,NaN,27
10,01021,NaN,49
11,01023,NaN,3
12,01025,NaN,12
13,01027,NaN,5
14,01029,NaN,8
15,01031,NaN,28
16,01033,NaN,44
17,01035,NaN,6
18,01037,NaN,10
19,01039,NaN,41
20,01041,NaN,16
21,01043,NaN,69
22,01045,NaN,12
23,01047,NaN,7
24,01049,NaN,82
25,01051,NaN,26
26,01053,NaN,19
27,01055,NaN,21
28,01057,NaN,28
29,01059,NaN,54
30,01061,NaN,11
31,01063,NaN,2
32,01065,NaN,11
33,01067,NaN,9
34,01069,NaN,39
35,01071,NaN,12
36,01073,NaN,75
37,01075,NaN,23
38,01077,NaN,62
39,01079,NaN,49
40,01081,NaN,64
41,01083,NaN,51
42,01085,NaN,1
43,01087,NaN,8
44,01089,NaN,146
45,01091,NaN,0
46,01093,NaN,18
47,01095,NaN,32
48,01097,NaN,224
49,01099,NaN,9
50,01101,NaN,46
51,01103,NaN,97
52,01105,NaN,0
53,01107,NaN,10
54,01109,NaN,16
55,01111,NaN,4
56,01113,NaN,21
57,01115,NaN,47
58,01117,NaN,111
59,01119,NaN,11
60,01121,NaN,46
61,01123,NaN,32
62,01125,NaN,150
63,01127,NaN,77
64,01129,NaN,9
65,01131,NaN,10
66,01133,NaN,9
67,02013,NaN,2
68,02016,NaN,3
69,02020,NaN,542
70,02050,NaN,125
71,02060,NaN,0
72,02068,NaN,1
73,02070,NaN,8
74,02090,NaN,230
75,02100,NaN,0
76,02105,NaN,0
77,02110,NaN,50
78,02122,NaN,101
79,02130,NaN,57
80,02150,NaN,11
81,02158,NaN,28
82,02164,NaN,2
83,02170,NaN,288
84,02180,NaN,73
85,02185,NaN,36
86,02188,NaN,65
87,02195,NaN,20
88,02198,NaN,9
89,02220,NaN,7
90,02230,NaN,0
91,02240,NaN,16
92,02261,NaN,0
93,02275,NaN,7
94,02282,NaN,4
95,02290,NaN,7
96,04001,NaN,244
97,04003,NaN,534
98,04005,NaN,430
99,04007,NaN,262
100,04009,NaN,177
101,04011,NaN,36
102,04012,NaN,43
103,04013,NaN,15719
104,04015,NaN,513
105,04017,NaN,562
106,04019,NaN,3985
107,04021,NaN,1651
108,04023,NaN,161
109,04025,NaN,1040
110,04027,NaN,264
111,05001,NaN,11
112,05003,NaN,7
113,05005,NaN,58
114,05007,NaN,322
115,05009,NaN,56
116,05011,NaN,10
117,05013,NaN,3
118,05015,NaN,28
119,05017,NaN,1
120,05019,NaN,24
121,05021,NaN,24
122,05023,NaN,46
123,05025,NaN,5
124,05027,NaN,5
125,05029,NaN,27
126,05031,NaN,145
127,05033,NaN,47
128,05035,NaN,49
129,05037,NaN,6
130,05039,NaN,2
131,05041,NaN,9
132,05043,NaN,6
133,05045,NaN,177
134,05047,NaN,19
135,05049,NaN,37
136,05051,NaN,40
137,05053,NaN,10
138,05055,NaN,60
139,05057,NaN,12
140,05059,NaN,27
141,05061,NaN,16
142,05063,NaN,126
143,05065,NaN,28
144,05067,NaN,47
145,05069,NaN,31
146,05071,NaN,14
147,05073,NaN,1
148,05075,NaN,23
149,05077,NaN,17
150,05079,NaN,10
151,05081,NaN,7
152,05083,NaN,20
153,05085,NaN,85
154,05087,NaN,49
155,05089,NaN,31
156,05091,NaN,35
157,05093,NaN,72
158,05095,NaN,3
159,05097,NaN,3
160,05099,NaN,8
161,05101,NaN,9
162,05103,NaN,13
163,05105,NaN,10
164,05107,NaN,3
165,05109,NaN,5
166,05111,NaN,38
167,05113,NaN,8
168,05115,NaN,78
169,05117,NaN,1
170,05119,NaN,354
171,05121,NaN,28
172,05123,NaN,11
173,05125,NaN,94
174,05127,NaN,8
175,05129,NaN,7
176,05131,NaN,151
177,05133,NaN,25
178,05135,NaN,58
179,05137,NaN,29
180,05139,NaN,37
181,05141,NaN,17
182,05143,NaN,254
183,05145,NaN,135
184,05147,NaN,7
185,05149,NaN,27
186,06001,NaN,565
187,06003,NaN,1
188,06005,NaN,22
189,06007,NaN,126
190,06009,NaN,30
191,06011,NaN,20
192,06013,NaN,452
193,06015,NaN,24
194,06017,NaN,91
195,06019,NaN,786
196,06021,NaN,7
197,06023,NaN,94
198,06025,NaN,299
199,06027,NaN,35
200,06029,NaN,1147
201,06031,NaN,174
202,06033,NaN,30
203,06035,NaN,39
204,06037,NaN,6282
205,06039,NaN,163
206,06041,NaN,82
207,06043,NaN,16
208,06045,NaN,96
209,06047,NaN,230
210,06049,NaN,5
211,06051,NaN,30
212,06053,NaN,184
213,06055,NaN,71
214,06057,NaN,98
215,06059,NaN,1225
216,06061,NaN,206
217,06063,NaN,19
218,06065,NaN,1730
219,06067,NaN,783
220,06069,NaN,37
221,06071,NaN,1649
222,06073,NaN,2471
223,06075,NaN,292
224,06077,NaN,434
225,06079,NaN,192
226,06081,NaN,218
227,06083,NaN,257
228,06085,NaN,846
229,06087,NaN,177
230,06089,NaN,205
231,06091,NaN,3
232,06093,NaN,26
233,06095,NaN,170
234,06097,NaN,196
235,06099,NaN,680
236,06101,NaN,52
237,06103,NaN,41
238,06105,NaN,18
239,06107,NaN,349
240,06109,NaN,52
241,06111,NaN,309
242,06113,NaN,98
243,06115,NaN,45
244,08001,NaN,1744
245,08003,NaN,86
246,08005,NaN,1922
247,08007,NaN,65
248,08009,NaN,16
249,08011,NaN,31
250,08013,NaN,691
251,08014,NaN,147
252,08015,NaN,58
253,08017,NaN,11
254,08019,NaN,23
255,08021,NaN,26
256,08023,NaN,6
257,08025,NaN,13
258,08027,NaN,6
259,08029,NaN,85
260,08031,NaN,2292
261,08033,NaN,3
262,08035,NaN,1080
263,08037,NaN,156
264,08039,NaN,53
265,08041,NaN,2208
266,08043,NaN,228
267,08045,NaN,125
268,08047,NaN,10
269,08049,NaN,23
270,08051,NaN,40
271,08053,NaN,0
272,08055,NaN,31
273,08057,NaN,3
274,08059,NaN,1813
275,08061,NaN,4
276,08063,NaN,28
277,08065,NaN,24
278,08067,NaN,171
279,08069,NaN,903
280,08071,NaN,60
281,08073,NaN,13
282,08075,NaN,62
283,08077,NaN,663
284,08079,NaN,0
285,08081,NaN,35
286,08083,NaN,106
287,08085,NaN,150
288,08087,NaN,107
289,08089,NaN,99
290,08091,NaN,8
291,08093,NaN,48
292,08095,NaN,11
293,08097,NaN,26
294,08099,NaN,35
295,08101,NaN,626
296,08103,NaN,17
297,08105,NaN,47
298,08107,NaN,52
299,08109,NaN,16
300,08111,NaN,1
301,08113,NaN,15
302,08115,NaN,5
303,08117,NaN,114
304,08119,NaN,82
305,08121,NaN,7
306,08123,NaN,1038
307,08125,NaN,18
308,09001,NaN,1051
309,09003,NaN,999
310,09005,NaN,294
311,09007,NaN,222
312,09009,NaN,1302
313,09011,NaN,596
314,09013,NaN,158
315,09015,NaN,330
316,10001,NaN,498
317,10003,NaN,1163
318,10005,NaN,471
319,11001,NaN,555
320,12001,NaN,69
321,12003,NaN,3
322,12005,NaN,30
323,12007,NaN,6
324,12009,NaN,108
325,12011,NaN,427
326,12013,NaN,0
327,12015,NaN,46
328,12017,NaN,28
329,12019,NaN,35
330,12021,NaN,88
331,12023,NaN,12
332,12027,NaN,6
333,12029,NaN,1
334,12031,NaN,106
335,12033,NaN,54
336,12035,NaN,29
337,12037,NaN,1
338,12039,NaN,6
339,12041,NaN,2
340,12043,NaN,1
341,12045,NaN,1
342,12047,NaN,0
343,12049,NaN,4
344,12051,NaN,7
345,12053,NaN,25
346,12055,NaN,17
347,12057,NaN,601
348,12059,NaN,2
349,12061,NaN,24
350,12063,NaN,6
351,12065,NaN,2
352,12067,NaN,1
353,12069,NaN,124
354,12071,NaN,103
355,12073,NaN,55
356,12075,NaN,12
357,12077,NaN,0
358,12079,NaN,11
359,12081,NaN,100
360,12083,NaN,70
361,12085,NaN,34
362,12086,NaN,990
363,12087,NaN,36
364,12089,NaN,25
365,12091,NaN,45
366,12093,NaN,7
367,12095,NaN,114
368,12097,NaN,132
369,12099,NaN,343
370,12101,NaN,122
371,12103,NaN,158
372,12105,NaN,201
373,12107,NaN,14
374,12109,NaN,93
375,12111,NaN,38
376,12113,NaN,36
377,12115,NaN,115
378,12117,NaN,118
379,12119,NaN,26
380,12121,NaN,13
381,12123,NaN,1
382,12125,NaN,2
383,12127,NaN,130
384,12129,NaN,6
385,12131,NaN,18
386,12133,NaN,1
387,13001,NaN,4
388,13003,NaN,3
389,13005,NaN,6
390,13007,NaN,1
391,13009,NaN,13
392,13011,NaN,9
393,13013,NaN,50
394,13015,NaN,103
395,13017,NaN,4
396,13019,NaN,3
397,13021,NaN,67
398,13023,NaN,5
399,13025,NaN,5
400,13027,NaN,2
401,13029,NaN,11
402,13031,NaN,23
403,13033,NaN,1
404,13035,NaN,9
405,13037,NaN,1
406,13039,NaN,14
407,13043,NaN,1
408,13045,NaN,59
409,13047,NaN,48
410,13049,NaN,4
411,13051,NaN,104
412,13053,NaN,38
413,13055,NaN,15
414,13057,NaN,102
415,13059,NaN,48
416,13061,NaN,1
417,13063,NaN,112
